PT	AU	BA	BE	GP	AF	BF	CA	TI	SO	SE	BS	LA	DT	CT	CY	CL	SP	HO	DE	ID	AB	C1	C3	RP	EM	RI	OI	FU	FP	FX	CR	NR	TC	Z9	U1	U2	PU	PI	PA	SN	EI	BN	J9	JI	PD	PY	VL	IS	PN	SU	SI	MA	BP	EP	AR	DI	DL	D2	EA	PG	WC	WE	SC	GA	PM	OA	HC	HP	DA	UT
J	Zhang, HX; Hu, J; Yi, XJ; Zhang, YJ; Yu, XY				Zhang, Hongxu; Hu, Jun; Yi, Xiaojian; Zhang, Yujiao; Yu, Xiaoyang			Stabilization of discrete delayed system with Markovian packet dropouts under stochastic communication protocol via sliding mode approach	JOURNAL OF THE FRANKLIN INSTITUTE-ENGINEERING AND APPLIED MATHEMATICS												This paper addresses the stochastic communication protocol (SCP) based controller design problem for discrete delayed system with stochastic uncertainty and Markovian packet dropouts. This issue is frequently occurred in networked control system where the packet dropouts bring obstacle for controller design. Especially, the controller terms are not allowed to be transformed directly into actuator side under the SCP. Thus, the traditional approaches are not effective to solve this design issue. In this paper, a novel sliding mode control (SMC) mechanism is given to handle the influences caused by packet dropouts, time-varying delay and SCP. A protocol -based controller is designed to guarantee that the closed-loop system is mean-square asymptotically stable with satisfactory H infinity performance. Moreover, an optimization algorithm is further provided to compute the protocol -based gain matrix. Finally, a simulation example is proposed to verify the effectiveness of the presented protocol -based SMC design procedure.					Hu, Jun/M-2635-2015	Hu, Jun/0000-0002-7852-5064													0016-0032	1879-2693				FEB	2024	361	3					1524	1543		10.1016/j.jfranklin.2023.12.060	http://dx.doi.org/10.1016/j.jfranklin.2023.12.060		JAN 2024											WOS:001168310100001
J	Awwalu, HB; Abdullahi, N; Hussaini, M				Awwalu, Habiba Babangida; Abdullahi, Nasiru; Hussaini, Muktar			A CONCEPTUAL MODEL OF MIXED INTEGER LINEAR PROGRAMMING WATER DISTRIBUTION SYSTEM	MATHEMATICS IN APPLIED SCIENCES AND ENGINEERING												Water is a basic part of our daily lives, as such effective water supply is of paramount importance. Thus, as a result of the rise in population size and water shortage there is the need for proper, suitable and optimal utilization of water resources to efficiently be distributed among the populace. The proper allocation and distribution of water in the field of network planning need to be modelled through mathematical parameters for objective of water distribution system. This mathematical approach requires of solving an optimization problem based on multi-objective function subjected to certain constraints of mixed integer linear programming objective function which is proportional to the cost of the water distribution network. This paper present a conceptual model of multi-objective optimization proposed for determination of design parameters of water distribution system by considering the significant number of constraints, decision variables, cost and reliability objective functions. The model was proposed to solve the reliability problem of water production and reduce the design and operational costs.																				2563-1926				JUN	2023	4	2					115	127		10.5206/mase/15591	http://dx.doi.org/10.5206/mase/15591													WOS:001057765500003
C	Dinh, VN; Nguyen, HK; Pham, MT; Tran, XT		Tran, XT; Bui, DH		Van-Nam Dinh; Nguyen, Hung K.; Minh-Trien Pham; Xuan-Tu Tran			An IDPSO Algorithm-based Application Mapping Method for Network-on-Chips	PROCEEDINGS OF 2017 7TH INTERNATIONAL CONFERENCE ON INTEGRATED CIRCUITS, DESIGN, AND VERIFICATION (ICDV)					7th International Conference on Integrated Circuits, Design, and Verification (ICDV)	OCT 05-06, 2017	Hanoi, VIETNAM	EIC, IEEE, IEEE CAS, IEEE SSCS, REV				Application mapping is one of the most challenging issues in designing Network-on-Chips, playing an important role in maximizing the performance of NoC based systems. This paper presents a novel method to map applications onto a targeted NoC architecture using Improved Discrete Particle Swarm Optimization (IDPSO) algorithm. The NOXIM platform has been used to evaluate the efficiency of the proposed method in terms of latency, throughput, and power energy. The obtained results show that the proposed method can help the designers to get better performance for NoC based systems. This information is very useful for designers to decide how they should do in the next steps of designing a real-time system.					Tran, Xuan-Tu/C-6070-2009	Tran, Xuan-Tu/0000-0003-4259-9579															978-1-5386-3377-9				2017							104	110																WOS:000426975900023
C	Bourgois, L; Roussel, G; Benjelloun, M		Zaytoon, J; Ferrier, JL; Cetto, JA; Filipe, J		Bourgois, Laurent; Roussel, Gilles; Benjelloun, Mohammed			Inversion of a semi-physical ODE model	ICINCO 2007: PROCEEDINGS OF THE FOURTH INTERNATIONAL CONFERENCE ON INFORMATICS IN CONTROL, AUTOMATION AND ROBOTICS, VOL ICSO: INTELLIGENT CONTROL SYSTEMS AND OPTIMIZATION					4th International Conference on Informatics in Control, Automation and Robotics	MAY 09-12, 2007	Angers, FRANCE	Inst Syst & Technol Informat, Control & Commun, Univ Angers, Int Federat Automat Control, GDR MACS, CNRS, EEA, Assoc Advancement Artificial Intelligence				This study proposes to examine the design methodology and the performances of an inverse dynamic model by fusion of statistical training and deterministic modeling. We carry out an inverse semi-physical model using a recurrent neural network and illustrate it on a didactic example. This technique leads to the realization of a neural network inverse problem solver (NNIPS). In the first step, the network is designed by a discrete reverse-time state form of the direct model. The performances in terms of generalization, regularization and training effort are highlighted in comparison with the number of weights needed to estimate the neural network. Finally, some tests are carried out on a simple second order model, but we suggest the form of a dynamic system characterized by an ordinary differential equation (ODE) of an unspecified r order.						Benjelloun, Mohammed/0000-0002-4020-7327															978-972-8865-82-5				2007							364	371																WOS:000252639500052
J	Xiu, CB; Hou, JG; Zang, YK; Xu, GW; Liu, C				Xiu, Chunbo; Hou, Jianguo; Zang, Yakun; Xu, Guowei; Liu, Chang			Synchronous Control of Hysteretic Creep Chaotic Neural Network	IEEE ACCESS												A chaotic neuron with hysteretic and creep characteristics is proposed based on the conventional chaotic neuron model, with which a neural network is constructed, and the synchronous control between the hysteretic creep chaotic neuron or neural network and the deterministic chaotic neuron or neural network is investigated by the sliding mode control. The hysteretic activation function of the neuron is constructed by shifting the sigmoid function. The hysteretic parameters have creep properties, which lead to the uncertain responses of the neurons. The equivalent sliding mode control law can be designed according to the error equation of the synchronous system, and the Lyapunov method is used to prove the stability of the system. Furthermore, fuzzy sliding mode control law is designed to restrain the chattering, to reduce the synchronous error, as well as to shorten the transition time. The validity of this method has been proved by simulation experiments.						Xiu, Chunbo/0000-0003-3382-0569													2169-3536						2016	4						8617	8624		10.1109/ACCESS.2016.2632166	http://dx.doi.org/10.1109/ACCESS.2016.2632166													WOS:000395542100017
C	Wang, ZW; Chang, QQ; Huang, XJ; Fang, C; Yang, RZ; Sun, EC			IEEE	Wang, Zhuwei; Chang, Qiqing; Huang, Xiaojie; Fang, Chao; Yang, Ruizhe; Sun, Enchang			Optimal Navigation Control Design for Biomedical Untethered Microrobot with Network-induced Delays	2020 IEEE GLOBAL COMMUNICATIONS CONFERENCE (GLOBECOM)	IEEE Global Communications Conference				IEEE Global Communications Conference (GLOBECOM) on Advanced Technology for 5G Plus	DEC 07-11, 2020	ELECTR NETWORK	IEEE, IEEE Commun Soc, Chunghwa Telecom, Foxconn, Huawei, Mediatek, 6G Off, Askey, Ericsson, FET Qualcomm, Taiwan Mobile, Auden Techno Corp, Keysight Technologies, Telecom Technol Ctr, NI				In this paper, the optimal navigation control design for biomedical untethered microrobot is comprehensively investigated in discrete-time domain with stochastic network-induced delays. First, the error dynamics of the microrobot tracking location and velocity are analyzed based on the 3D-based microrobot navigation modeling. Then, the optimal navigation optimization problem is formulated to regulate the microrobot to achieve the target reference trajectory, and a two-step control algorithm is proposed by using a backward recursion method. In particular, for each sampling interval, the optimal control gain is iteratively derived off-line and the control strategy can be calculated on-line in a real-time fashion.					Huang, Xiaojie/U-6572-2018	Huang, Xiaojie/0000-0001-9499-8294													2334-0983	2576-6813	978-1-7281-8298-8				2020										10.1109/GLOBECOM42002.2020.9322236	http://dx.doi.org/10.1109/GLOBECOM42002.2020.9322236													WOS:000668970501029
C	Lee, SS; Kim, HH; Joun, WT; Lee, KK		Dixon, T; Laloui, L; Twinning, S		Lee, Seong-Sun; Kim, Hong-Hyun; Joun, Won-Tak; Lee, Kang-Kun			Design and and construction of groundwater monitoring network at shallow-depth CO<sub>2</sub> injection and leak test site, Korea	13TH INTERNATIONAL CONFERENCE ON GREENHOUSE GAS CONTROL TECHNOLOGIES, GHGT-13	Energy Procedia				13th International Conference on Greenhouse Gas Control Technologies (GHGT)	NOV 14-18, 2016	Lausanne, SWITZERLAND					The effectiveness of CO2 leakage characterization is highly dependent on reasonable monitoring network designs for detecting the CO2 leakage under various hydrogeological conditions. Also, the migration of CO2 through heterogeneous subsurface is very difficult to predict because small differences in material properties may result in vastly different migration patterns. Therefore, like other environmental contaminants, it is necessary to design optimized groundwater monitoring network to effectively characterize the migration of the CO2. Main objectives of this study is to construct optimized groundwater monitoring network considering hydrogeological characteristics in field-scale transport of CO2 originated from artificially-injected CO2 at the environmental impact monitoring test site in Eumseong, Korea (K-COSEM). 24 monitoring wells were installed at the site aligned with the regional groundwater flow direction. Various hydraulic tests were performed to estimate the hydraulic characteristics such as hydraulic conductivity, effective porosity, and groundwater velocity. Groundwater monitoring network for CO2 injection and leak test constructed with regard of the heterogeneity understood through the various field tests. Three multidepth monitoring well nests each of them was composed of four monitoring well units drilled with different depths (each 18, 22, 26, 30 m deep) have been installed along the groundwater flow direction and dedicated to depth-discrete water quality monitoring in saturated zone. Additional, four multi-depth monitoring well nests each of them was composed of four unsaturated-zone monitoring well units drilled with different depths (each 5, 8, 11, 14 m deep) were also installed with a distance of 1.25 m away between saturated zone monitoring wells and were dedicated to depth-discrete gas monitoring in unsaturated zone. By these efforts, effective groundwater monitoring network for temporal and spatial CO2 leakage detection and groundwater safety management have been designed and constructed at the test site. (C) 2017 The Authors. Published by Elsevier Ltd.						Joun, Wontak/0000-0002-1192-2735													1876-6102						2017	114						3060	3069		10.1016/j.egypro.2017.03.1434	http://dx.doi.org/10.1016/j.egypro.2017.03.1434													WOS:000419147303022
J	Torabi, SA; Namdar, J; Hatefi, SM; Jolai, F				Torabi, S. A.; Namdar, J.; Hatefi, S. M.; Jolai, F.			An enhanced possibilistic programming approach for reliable closed-loop supply chain network design	INTERNATIONAL JOURNAL OF PRODUCTION RESEARCH												Most of current logistics network design models in the literature typically assume that facilities are always available and absolutely reliable while in practice, they are always subject to several operational and disruption risks. This paper proposes a reliable closed-loop supply chain network design model, which accounts for both partial and complete facility disruptions as well as the uncertainty in the critical input data. The proposed model is of mixed integer possibilistic linear programming type that aims to minimise simultaneously the total cost of opening new facilities and the expected cost of disruption scenarios. An enhanced possibilistic programming approach is proposed to deal with the epistemic uncertainty in input data. Furthermore, the p-robustness criterion is used to limit the cost of disruption scenarios and protect the designed network against random facility disruptions. Several numerical experiments along with sensitivity analyses on uncertain parameters are conducted to illustrate the significance and applicability of the developed model as well as the effectiveness of the proposed solution approach. Our results demonstrate that operational and disruption risks considerably affect the whole structure of the designed network and they must be taken into account when designing a reliable closed-loop logistics network.					Hatefi, Seyed Morteza/ABA-3429-2021; jolai, fariborz/B-4406-2012; jolai, fariborz/IZD-7812-2023; Namdar, Jafar/Z-4446-2019; Torabi, S. Ali/E-1078-2018	jolai, fariborz/0000-0003-0824-8513; Torabi, S. Ali/0000-0002-9764-9679; Hatefi, Seyed Morteza/0000-0003-4450-2080													0020-7543	1366-588X				MAR 3	2016	54	5			SI		1358	1387		10.1080/00207543.2015.1070215	http://dx.doi.org/10.1080/00207543.2015.1070215													WOS:000372166400007
J	Gong, ML; Hu, YC; Chen, ZW; Li, XP				Gong, Manlin; Hu, Yucong; Chen, Zhiwei; Li, Xiaopeng			Transfer-based customized modular bus system design with passenger-route assignment optimization	TRANSPORTATION RESEARCH PART E-LOGISTICS AND TRANSPORTATION REVIEW												Customized bus (CB) is an increasingly popular mode of transportation in many cities around the world. However, studies on CB network design have mostly overlooked three options that may further improve system performance: passenger-route assignment, passenger transfer, and modular vehicles. To bridge this gap, this paper proposes to design a transfer-based CB network with a modular fleet while simultaneously optimizing the passenger-route assignment. To solve the optimal network structure with this new design paradigm, we formulate the network design problem into a nonlinear mixed integer optimization model. A linearization approach and a particle swarm optimization (PSO) algorithm are proposed to solve the exact and near-optimal solution(s) to the model, respectively. Numerical experiments are conducted on the Sioux Falls network and a large-scale network in Chengdu, China. Results show that the customized PSO algorithm efficiently provides high quality near-optimal solutions compared with CPLEX, the genetic algorithm, and the simulated annealing algorithm. Results also show that incorporating passenger-route assignment optimization and the transfer operation produces a more costeffective CB operational network with less operational costs and higher service quality. The benefit increases as the passenger demand grows.					Li, Xiaopeng/JED-7114-2023; Chen, zhiwei/AAL-5218-2020; chen, zhiwei/AAP-5465-2020	Chen, Zhiwei/0000-0002-7741-8048													1366-5545	1878-5794				SEP	2021	153								102422	10.1016/j.tre.2021.102422	http://dx.doi.org/10.1016/j.tre.2021.102422		AUG 2021											WOS:000691791000002
C	Sun, MJ; Li, Y; Chen, S; Kang, Y			IEEE Comp Soc	Sun, Mingjian; Li, Yuan; Chen, Song; Kang, Yi			A Low Power Branch Prediction for Deep Learning on RISC-V Processor	2021 IEEE 32ND INTERNATIONAL CONFERENCE ON APPLICATION-SPECIFIC SYSTEMS, ARCHITECTURES AND PROCESSORS (ASAP 2021)	IEEE International Conference on Application-Specific Systems Architectures and Processors				32nd IEEE International Conference on Application-specific Systems, Architectures and Processors (ASAP)	JUL 07-08, 2021	ELECTR NETWORK	IEEE				A key factor in reducing power consumption for processors is to improve the accuracy of branch prediction and the optimal use of Branch Target Buffer (BTB) size. The power consumption can be reduced by improving the accuracy of branch prediction if additional increase in power consumption due to prediction logic cannot offset the gain from accurate branch prediction. For applications like Convolutional Neural Networks(CNN), we design a new method called PC-Mix to optimize branch direction prediction and BTB size fur reduction of power consumption of RISC-V processors. In simulation, 2.5CHz RISC-V processor design is shown that PC-Mix reduces the power consumption of the original processor on CNN by 35% while keeping performance unchanged or better. Compared with the well-known Gshare mechanism, PC-Mix reduces the total power consumption of CNN by 4% in a worst case scenario. At the same the branch prediction accuracy of our scheme exceeds 95%. Meantime hardware overhead are reduced in the design without affecting performance.					Chen, Song/K-3842-2012	Chen, Song/0000-0003-0341-3428													2160-0511	2160-052X	978-1-6654-2701-2				2021							203	206		10.1109/ASAP52443.2021.00037	http://dx.doi.org/10.1109/ASAP52443.2021.00037													WOS:000698747200030
