PT	AU	BA	BE	GP	AF	BF	CA	TI	SO	SE	BS	LA	DT	CT	CY	CL	SP	HO	DE	ID	AB	C1	C3	RP	EM	RI	OI	FU	FP	FX	CR	NR	TC	Z9	U1	U2	PU	PI	PA	SN	EI	BN	J9	JI	PD	PY	VL	IS	PN	SU	SI	MA	BP	EP	AR	DI	DL	D2	EA	PG	WC	WE	SC	GA	PM	OA	HC	HP	DA	UT
J	Ni, Z; He, HB; Zhong, XN; Prokhorov, DV				Ni, Zhen; He, Haibo; Zhong, Xiangnan; Prokhorov, Danil V.			Model-Free Dual Heuristic Dynamic Programming	IEEE TRANSACTIONS ON NEURAL NETWORKS AND LEARNING SYSTEMS												Model-based dual heuristic dynamic programming (MB-DHP) is a popular approach in approximating optimal solutions in control problems. Yet, it usually requires offline training for the model network, and thus resulting in extra computational cost. In this brief, we propose a model-free DHP (MF-DHP) design based on finite-difference technique. In particular, we adopt multilayer perceptron with one hidden layer for both the action and the critic networks design, and use delayed objective functions to train both the action and the critic networks online over time. We test both the MF-DHP and MB-DHP approaches with a discrete time example and a continuous time example under the same parameter settings. Our simulation results demonstrate that the MF-DHP approach can obtain a control performance competitive with that of the traditional MB-DHP approach while requiring less computational resources.					He, Haibo/ABF-3668-2020	He, Haibo/0000-0002-5247-9370													2162-237X	2162-2388				AUG	2015	26	8					1834	1839		10.1109/TNNLS.2015.2424971	http://dx.doi.org/10.1109/TNNLS.2015.2424971								25955997					WOS:000358224200023
C	Lu, YW; Chen, W; Poor, HV			IEEE	Lu, Yawei; Chen, Wei; Poor, H. Vincent			Source Coding at the Edge: User Preference Oriented Lossless Data Compression	ICC 2019 - 2019 IEEE INTERNATIONAL CONFERENCE ON COMMUNICATIONS (ICC)	IEEE International Conference on Communications				IEEE International Conference on Communications (IEEE ICC)	MAY 20-24, 2019	Shanghai, PEOPLES R CHINA	IEEE, China Mobile, Huawei, ZTE, Qualcomm, Oppo, Natl Instruments				Source coding is an efficient technique to save data storage and transmission costs. Traditional source coding methods are usually designed based on the statistical distribution of symbols generated by the information source. Notice that, in content-centric networks, the user preference has a significant impact on the statistical distribution of symbols transmitted in the links. This paper presents an edge source coding method to compress data in the network edge. An optimization problem is formulated to obtain the optimal codebook design. Based on the solution of the single codebook case, an optimality condition for the optimization problem is presented. For discrete user preferences, a variant of the k-means++ algorithm is used to give a suboptimal solution. For continuous user preferences, two algorithms are proposed to give codebook designs. Both theoretical analysis and simulations demonstrate the optimal codebook design should take into account the user preferences.					Chen, Wei/E-6592-2015; Poor, H. Vincent/S-5027-2016	Poor, H. Vincent/0000-0002-2062-131X													1550-3607		978-1-5386-8088-9				2019																								WOS:000492038802157
J	Hu, B; Guan, ZH; Chen, GR; Lewis, FL				Hu, Bin; Guan, Zhi-Hong; Chen, Guanrong; Lewis, Frank L.			Multistability of Delayed Hybrid Impulsive Neural Networks With Application to Associative Memories	IEEE TRANSACTIONS ON NEURAL NETWORKS AND LEARNING SYSTEMS												The important topic of multistability of continuous- and discrete-time neural network (NN) models has been investigated rather extensively. Concerning the design of associative memories, multistability of delayed hybrid NNs is studied in this paper with an emphasis on the impulse effects. Arising from the spiking phenomenon in biological networks, impulsive NNs provide an efficient model for synaptic interconnections among neurons. Using state-space decomposition, the coexistence of multiple equilibria of hybrid impulsive NNs is analyzed. Multistability criteria are then established regrading delayed hybrid impulsive neurodynamics, for which both the impulse effects on the convergence rate and the basins of attraction of the equilibria are discussed. Illustrative examples are given to verify the theoretical results and demonstrate an application to the design of associative memories. It is shown by an experimental example that delayed hybrid impulsive NNs have the advantages of high storage capacity and high fault tolerance when used for associative memories.					Chen, Guanrong/F-6000-2011	Chen, Guanrong/0000-0003-1381-7418; GUAN, Zhi-Hong/0000-0001-7997-0314													2162-237X	2162-2388				MAY	2019	30	5					1537	1551		10.1109/TNNLS.2018.2870553	http://dx.doi.org/10.1109/TNNLS.2018.2870553								30296243					WOS:000466192100022
C	Nguyen, HV; Xu, C; Ng, SX; Rebelatto, JL; Li, YH; Hanzo, L			IEEE	Hung Viet Nguyen; Xu, Chao; Soon Xin Ng; Rebelatto, Joao Luiz; Li, Yonghui; Hanzo, Lajos			Near-Capacity Non-Coherent Network-Coding Aided Scheme for Cooperative Multi-user Communications	2011 IEEE VEHICULAR TECHNOLOGY CONFERENCE (VTC FALL)	IEEE Vehicular Technology Conference Proceedings				IEEE 74th Vehicular Technology Conference (VTC)	SEP 05-08, 2011	San Francisco, CA	IEEE, IEEE Vehicular Technol Soc				In this contribution, Near-capacity Non-coherent Cooperative Network-coding aided Multi-user (NNCNM) systems are designed with the aid of Extrinsic Information Transfer (EXIT) charts for the sake of approaching the Differential Discrete-input Continuous-output Memoryless Channel (D-DCMC)-based capacity. The proposed sub-frame-based network coding solution allows the system to significantly mitigate the effects of large-scale fading on each frame. Hence, NNCNM systems operating in large-scale fading environments are capable of approaching the D-DCMC capacity of the less hostile single link channel incurring the small-scale fading, but no shadow fading.					Ng, Soon Xin/AAC-8281-2020; Hanzo, Lajos/S-4875-2016; Rebelatto, João L./L-5684-2013; Rebelatto, João Luiz/ITR-8577-2023; Hanzo, Lajos/ITV-5242-2023; Li, Yonghui/S-5593-2016; Nguyen, Hung/S-4992-2016	Ng, Soon Xin/0000-0002-0930-7194; Hanzo, Lajos/0000-0002-2636-5214; Rebelatto, João L./0000-0002-1682-2215; Hanzo, Lajos/0000-0002-2636-5214; Li, Yonghui/0000-0001-7702-1123; Nguyen, Hung/0000-0001-6349-1044													1550-2252		978-1-4244-8327-3				2011																								WOS:000298891500481
J	Feng, J; Han, KZ; Zhao, Q				Feng, Jian; Han, Kezhen; Zhao, Qing			Memory scheduling robust <i>H</i><sub>∞</sub> filter-based fault detection for discrete-time polytopic uncertain systems over fading channels	IET CONTROL THEORY AND APPLICATIONS												A novel memory scheduling robust fault detection filter (FDF) is proposed for a class of discrete-time polytopic uncertain systems with fading channel communication networks. The main merit of this filter-based fault detection method is that it can significantly improve the robustness of FDF to attenuate influences from external disturbance, channel fading and model uncertainty on fault detection accuracy. Designing such FDF involves three main stages. First of all, a memory scheduling FDF structure is proposed based on the utilisation of weighted historical filter's states over interval instants, and a residual error system is formulated based on time partition and state augmented approaches. Then, the parameter-dependent Lyapunov method is further utilised to analyse the stochastic stability of the residual error system with the help of Finsler equivalent transformation. In the following, a two-stage optimisation algorithm combined with scalar parameters method is constructed to design memory scheduling FDF in a less conservative linear matrix inequality manner. Finally, a random numerical verification with 300 test systems and a case study of an industrial continuous-stirred tank reactor are exploited to show the effectiveness of obtained results.					Jian, feng/S-1381-2019	Jian, feng/0000-0001-6813-6754													1751-8644	1751-8652				SEP 14	2017	11	14					2204	2212		10.1049/iet-cta.2016.1248	http://dx.doi.org/10.1049/iet-cta.2016.1248													WOS:000409425700004
J	Nath, K; Bera, MK				Nath, Krishanu; Bera, Manas Kumar			Event-triggered neuro sliding mode control for an uncertain Euler-Lagrange system: An impulsive dynamical system approach	COMPUTERS & ELECTRICAL ENGINEERING												This paper investigates the design of a neural network-based sliding mode control (SMC) with event-based sampling for an uncertain Euler-Lagrange (EL) system. The EL system considered here is connected to the controller over a shared communication network. The event-based SMC is designed to ensure the reduced usage of the communication and computational resources with robust tracking performance. The controller is designed under the assumption that the EL system dynamics are unknown; thus, a radial basis function neural network (RBFNN) is used to estimate it. The discrete weight update dynamics of RBFNN is formulated for a continuous-time EL system which makes the closed-loop system hybrid. Hence, the stability of the closed-loop system is investigated using the theory of impulsive dynamical systems with the admissible inter sampling time. Finally, a numerical example of an EL system is simulated to establish the effectiveness of the proposed control strategy.					Nath, Krishanu/JLM-1814-2023														0045-7906	1879-0755				JAN	2022	97								107612	10.1016/j.compeleceng.2021.107612	http://dx.doi.org/10.1016/j.compeleceng.2021.107612		DEC 2021											WOS:000754490300009
J	Forrow, A; Woodhouse, FG; Dunkel, J				Forrow, Aden; Woodhouse, Francis G.; Dunkel, Jorn			Functional Control of Network Dynamics Using Designed Laplacian Spectra	PHYSICAL REVIEW X												Complex real-world phenomena across a wide range of scales, from aviation and Internet traffic to signal propagation in electronic and gene regulatory circuits, can be efficiently described through dynamic network models. In many such systems, the spectrum of the underlying graph Laplacian plays a key role in controlling the matter or information flow. Spectral graph theory has traditionally prioritized analyzing unweighted networks with specified adjacency properties. Here, we introduce a complementary framework, providing a mathematically rigorous weighted graph construction that exactly realizes any desired spectrum. We illustrate the broad applicability of this approach by showing how designer spectra can be used to control the dynamics of various archetypal physical systems. Specifically, we demonstrate that a strategically placed gap induces generalized chimera states in Kuramoto-type oscillator networks, tunes or suppresses pattern formation in a generic Swift-Hohenberg model, and leads to persistent localization in a discrete Gross-Pitaevskii quantum network. Our approach can be generalized to design continuous band gaps through periodic extensions of finite networks.					Dunkel, Jörn/B-6140-2008	Dunkel, Jörn/0000-0001-8865-2369													2160-3308					DEC 7	2018	8	4							041043	10.1103/PhysRevX.8.041043	http://dx.doi.org/10.1103/PhysRevX.8.041043													WOS:000452680300001
C	Biral, A; Zanella, A			IEEE	Biral, Andrea; Zanella, Andrea			Introducing purely hydrodynamic networking mechanisms in microfluidic systems	2013 IEEE INTERNATIONAL CONFERENCE ON COMMUNICATIONS WORKSHOPS (IEEE ICC)	IEEE International Conference on Communications Workshops				IEEE International Conference on Communications (ICC)	JUN 09-13, 2013	Budapest, HUNGARY	IEEE				Microfluidic is a multidisciplinary field with practical applications to the design of systems, called Lab-on-a-Chip (LoC), where tiny volumes of fluids are circulated through channels with millimeter size and driven into structures where precise chemical/physical processes take place. One subcategory of microfluidic is droplet-based microfluidic, which disperse discrete volumes of fluids into a continuous stream of another immiscible fluid, which act as droplet carrier. Droplets can then be moved, merged, split, or processed in many other ways by suitably managing the hydrodynamic parameters of the LoC. A very interesting research challenge consists in developing basic microfluidic structures able to interconnect specialized LoCs by means of a flexible and modular microfluidic network. The aim of this paper is to exploit the properties of droplet-based microfluidics to realize purely hydrodynamic microfluidic elements that provide basic networking functionalities, such as addressing and switching. We define some simple mathematical models that capture the macroscopic behavior of droplets in microfluidic networks and use such models to design and analyze a simple microfluidic network system with bus topology.																			2164-7038		978-1-4673-5753-1				2013							798	803																WOS:000572825900153
J	Puga, MS; Tancrez, JS				Puga, Matias Schuster; Tancrez, Jean-Sebastien			A heuristic algorithm for solving large location-inventory problems with demand uncertainty	EUROPEAN JOURNAL OF OPERATIONAL RESEARCH												In this paper, we analyze a location-inventory problem for the design of large supply chain networks with uncertain demand. We give a continuous non-linear formulation that integrates location, allocation and inventory decisions, and includes the costs of transportation, cycle inventory, safety stock, ordering and facility opening. Then, relying on the fact that the model becomes linear when certain variables are fixed, we propose a heuristic algorithm that solves the resulting linear program and uses the solution to improve the variable estimations for the next iteration. In order to show the efficiency of the algorithm, we compare our results with those of the conic quadratic formulation of the problem. Computational experiments show that the heuristic algorithm can be efficiently used to find fast and close to optimal solutions for large supply chain networks. Finally, we provide managerial insights regarding the ways in which demand uncertainty, risk pooling and safety stocks at retailers affect the design of a supply chain. (C) 2016 Elsevier B.V. All rights reserved.						Tancrez, Jean-Sebastien/0000-0002-8909-9486													0377-2217	1872-6860				JUN 1	2017	259	2					413	423		10.1016/j.ejor.2016.10.037	http://dx.doi.org/10.1016/j.ejor.2016.10.037													WOS:000393932800002
J	Lu, XD; Zhang, XF; Liu, QR				Lu, Xiaodong; Zhang, Xianfu; Liu, Qingrong			Finite-time synchronization of nonlinear complex dynamical networks on time scales via pinning impulsive control	NEUROCOMPUTING												This paper studies the finite-time synchronization problem of nonlinear complex dynamical networks (NCDNs) on time scales. A pinning impulsive control strategy, in which only a small portion of nodes are impulsively controlled, is designed to achieve finite-time synchronization for NCDNs on time scales. Based on the theory of time scales, Lyapunov method and mathematical induction approach, a finite-time synchronization criterion is obtained for NCDNs on time scales under the pinning impulsive control strategy. It is shown that the finite-time synchronization criterion in this paper is different from that derived for continuous-time or discrete-time NCDNs. Moreover, the idea of this paper provides a unified approach to study the finite-time synchronization problems for continuous-time NCDNs and their discrete-time counterparts simultaneously. A numerical simulation example is given to illustrate the effectiveness of our result. (C) 2017 Elsevier B.V. All rights reserved.																			0925-2312	1872-8286				JAN 31	2018	275						2104	2110		10.1016/j.neucom.2017.10.033	http://dx.doi.org/10.1016/j.neucom.2017.10.033													WOS:000418370200196
J	Srisuntorn, R; Weera, W; Botmart, T				Srisuntorn, Rakkiet; Weera, Wajaree; Botmart, Thongchai			Modified function projective synchronization of master-slave neural networks with mixed interval time-varying delays via intermittent feedback control	AIMS MATHEMATICS												The modified function projective synchronization problem for master-slave neural networks with mixed interval time-varying delays is presented using periodically intermittent feedback control. The interval distributed time-varying delay including the lower and upper bound is comprehensively established, which developed from the previous work. The following techniques are utilize to analyze the appropriate criteria for the modified function projective synchronization problem for master-slave neural networks with mixed interval time-varying delays such as the construction of appropriate Lyapunov-Krasovskii functionals merged with Newton-Leibniz formulation method, the intermittent feedback control technique, the reciprocally convex technique's lower bound lemma, Jensen's inequality, and the piecewise analytic method. The sufficient criteria for the modified function projective synchronization of the error system between the master and slave neural networks with intermittent feedback control are first established in terms of linear matrix inequalities (LMIs). The designed controller ensures that the synchronization of the error systems are proposed via intermittent feedback control. Finally, numerical examples are given to demonstrate the effectiveness of the proposed method.					Weera, Wajaree/GRJ-2744-2022; Botmart, Thongchai/AAF-7113-2021	Botmart, Thongchai/0000-0001-9325-5560														2473-6988					2022	7	10					18632	18661		10.3934/math.20221025	http://dx.doi.org/10.3934/math.20221025													WOS:000860729300001
