PT	AU	BA	BE	GP	AF	BF	CA	TI	SO	SE	BS	LA	DT	CT	CY	CL	SP	HO	DE	ID	AB	C1	C3	RP	EM	RI	OI	FU	FP	FX	CR	NR	TC	Z9	U1	U2	PU	PI	PA	SN	EI	BN	J9	JI	PD	PY	VL	IS	PN	SU	SI	MA	BP	EP	AR	DI	DL	D2	EA	PG	WC	WE	SC	GA	PM	OA	HC	HP	DA	UT
J	Xu, H; Zhang, JH; Yang, HJ; Xia, YQ				Xu, Hao; Zhang, Jinhui; Yang, Hongjiu; Xia, Yuanqing			Extended State Functional Observer-Based Event-Driven Disturbance Rejection Control for Discrete-Time Systems	IEEE TRANSACTIONS ON CYBERNETICS												In this article, an event-driven output feedback control approach is proposed for discrete-time systems with unknown mismatched disturbances. To estimate the unavailable states and disturbances, a reduced-order extended state functional observer is proposed, and by introducing an event-driven scheduler, the ZOH-based event-driven output feedback disturbance rejection controller is designed, and the stability and disturbance rejection analyses are performed. To further save the network resources, the predictive event-driven output feedback disturbance rejection control approach is proposed, and the stability and disturbance rejection analyses of the systems with predictive control are also conducted. It can be shown that the disturbances are compensated completely in output channels of the systems, and compared with the time-driven control schemes. And event-triggering frequency is greatly reduced with the proposed event-driven control methods. Finally, the effectiveness of the provided control approaches is demonstrated by numerical simulations.					zhang, jin/IXD-9872-2023; zhang, jinhui/GXF-6528-2022; zhang, jin/GXV-9154-2022	xia, yuqin/0009-0007-4022-9175; Xu, Hao/0000-0001-9872-5269													2168-2267	2168-2275				JUL	2022	52	7					6949	6958		10.1109/TCYB.2020.3043385	http://dx.doi.org/10.1109/TCYB.2020.3043385		JAN 2021						33449898					WOS:000732166400001
C	Zhao, N; Cheng, YQ; Pei, YY; Liang, YC; Niyato, D			IEEE	Zhao, Nan; Cheng, Yiqiang; Pei, Yiyang; Liang, Ying-Chang; Niyato, Dusit			Deep Reinforcement Learning for Trajectory Design and Power Allocation in UAV Networks	ICC 2020 - 2020 IEEE INTERNATIONAL CONFERENCE ON COMMUNICATIONS (ICC)	IEEE International Conference on Communications				IEEE International Conference on Communications (IEEE ICC) / Workshop on NOMA for 5G and Beyond	JUN 07-11, 2020	ELECTR NETWORK	IEEE, Huawei, ZTE, Qualcomm				Unmanned aerial vehicle (UAV) is considered to be a key component in the next-generation cellular networks. Considering the non-convex characteristic of the trajectory design and power allocation problem, it is difficult to obtain the optimal joint strategy in UAV-assisted cellular networks. In this paper, a reinforcement learning-based approach is proposed to obtain the maximum long-term network utility while meeting with user equipments' quality of service requirement. The Markov decision process (MDP) is formulated with the design of state, action space, and reward function. In order to achieve the joint optimal policy of trajectory design and power allocation, deep reinforcement learning approach is investigated. Due to the continuous action space of the MDP model, deep deterministic policy gradient approach is presented. Simulation results show that the proposed algorithm outperforms other approaches on overall network utility performance with higher system capacity and faster processing speed.					Pei, Yiyang/R-1484-2019; Niyato, Dusit/Y-2769-2019; Zhao, Nan/AAZ-1449-2021; Liang, Ying-Chang/G-1294-2014	Niyato, Dusit/0000-0002-7442-7416; Liang, Ying-Chang/0000-0003-2671-5090													1550-3607		978-1-7281-5089-5				2020										10.1109/icc40277.2020.9149196	http://dx.doi.org/10.1109/icc40277.2020.9149196													WOS:000606970303113
J	Bai, Y; He, GJ; Zhao, YG; Duan, CY; Dang, DB; Meng, QJ				Bai, Y; He, GJ; Zhao, YG; Duan, CY; Dang, DB; Meng, QJ			Porous material for absorption and luminescent detection of aromatic molecules in water	CHEMICAL COMMUNICATIONS												A two-dimensional porous framework, which was formed from neutral discrete hexanuclear copper clusters via self-assembly, exhibited highly selective absorption of aromatic molecules in water with special fluorescent response.					Meng, Q./GSI-6185-2022														1359-7345	1364-548X				APR 14	2006		14					1530	1532		10.1039/b517002h	http://dx.doi.org/10.1039/b517002h								16575450					WOS:000237022700025
J	Zhu, SY; Lu, JQ; Ho, DWC; Cao, JD				Zhu, Shiyong; Lu, Jianquan; Ho, Daniel W. C.; Cao, Jinde			Minimal Control Nodes for Strong Structural Observability of Discrete-Time Iterative Systems: Explicit Formulas and Polynomial-Time Algorithms	IEEE TRANSACTIONS ON AUTOMATIC CONTROL												In this article, we initiate an important class of vertex-marked directed graphs, referred to as the strong structurally observable graphs (SSOGs), to be the fundamental structural architectures ensuring the observability of several prevalent types of discrete-time iteration systems. This article also answers the minimal control node problem of SSOGs by carrying out two explicit formulas and the corresponding polynomial-time algorithms. Primitively, by exploring the strong structural observability of Boolean networks, an underlying class of SSOGs is proposed as an extended counterpart of network structures of observable conjunctive Boolean networks, while we call for particular attention to network structures instead of node dynamics. With such a class of SSOGs, we justify that a general class of discrete-time iterative systems can also be well addressed. In our formulation, the robustness against the uncertainties in nodal dynamics is achieved by merely exploiting the information on network structures. Two minimal synthesis strategies are, respectively, established to render a directed graph strongly structurally observable in a polynomial amount of time via placing a minimal number of sensors or controlling the nodes. Notably, apart from explicitly calculating the minimal set of control nodes, the structural insights are also leveraged to account for the close relations between the observability of considered iteration systems and observed-path-compatible paths and cycles in the network structures. For certain special yet worthy cases, the SSOGs are specialized in the strong structural observability of finite-field networks and derive the minimum pinned node theorem of Boolean networks with a biological case study as an efficient demonstration.					Cao, Jinde/D-1482-2012	Cao, Jinde/0000-0003-3133-7119; Zhu, Shiyong/0000-0002-8452-6389													0018-9286	1558-2523				APR	2024	69	4					2158	2173		10.1109/TAC.2023.3330263	http://dx.doi.org/10.1109/TAC.2023.3330263													WOS:001194518600026
J	Brendel, M; Roska, T; Bártfai, G				Brendel, M; Roska, T; Bártfai, G			Gradient computation of continuous-time cellular neural/nonlinear networks with linear templates via the CNN universal machine	NEURAL PROCESSING LETTERS												Single-layer, continuous-time cellular neural/nonlinear networks (CNN) are considered with linear templates. The networks are programmed by the template-parameters. A fundamental question in template training or adaptation is the gradient computation or approximation of the error as a function of the template parameters. Exact equations are developed for computing the gradients. These equations are similar to the CNN network equations, i.e. they have the same neighborhood and connectivity as the original CNN network. It is shown that a CNN network, with a modified output function, can compute the gradients. Thus, fast on-line gradient computation is possible via the CNN Universal Machine, which allows on-line adaptation and training. The method for computing the gradient on-chip is investigated and demonstrated.						Bartfai, Gusztav/0000-0001-5810-7589													1370-4621	1573-773X				OCT	2002	16	2					111	120		10.1023/A:1019933009505	http://dx.doi.org/10.1023/A:1019933009505													WOS:000177697900002
J	Zhang, LL; Fu, XY; Wang, YH; Lei, YF; Chen, XS				Zhang, Lili; Fu, Xiaoyun; Wang, Yinhe; Lei, Youfa; Chen, Xuesong			Matrix projective synchronization for a class of discrete-time complex networks with commonality via controlling the crucial node	NEUROCOMPUTING												This article proposes two control strategies to realize matrix projective synchronization (MPS) for a class of discrete-time complex dynamical networks (DTCDNs). It is worth pointing out that our network model is composed of nodes with different state dimensions and its outer coupling configuration matrix can be asymmetric. In addition, since a small percentage of nodes that play more important role than others usually exist in a network, thus, one important node, which is named as crucial node in this paper, is taken into account in our network model. Besides, the commonality between each node and the crucial node is also precisely expressed. Further, based on the crucial node and the commonality and associated with the Lyapunov stability theory, two control strategies are addressed to realize the exponential matrix projective synchronization (EMPS) and asymptotic matrix projective synchronization (AMPS), respectively. It should be stressed that only the crucial node is controlled and only the state of the crucial node is applied to design the EMPS and AMPS controllers. This is promising to reduce the control cost as much as possible and to improve the feasibility of our MPS strategies. The effectiveness and feasibility of our MPS schemes are rigorously proved in theory as well as verified by two numerical examples. (c) 2021 Published by Elsevier B.V.					Chen, Xuesong/A-5097-2009; Wang, Yifan/KDO-8319-2024; Chen, Xuesong/HMP-7896-2023	Chen, Xuesong/0000-0001-9530-0644; Chen, Xuesong/0000-0001-9530-0644													0925-2312	1872-8286				OCT 21	2021	461						360	369		10.1016/j.neucom.2021.07.069	http://dx.doi.org/10.1016/j.neucom.2021.07.069		AUG 2021											WOS:000697941300011
J	Confraria, J; Ribeiro, T; Vasconcelos, H				Confraria, Joao; Ribeiro, Tiago; Vasconcelos, Helder			Analysis of consumer preferences for mobile telecom plans using a discrete choice experiment	TELECOMMUNICATIONS POLICY												In this paper, we present a study of consumer preferences for mobile telecommunications plans and operator characteristics. The objective of the study was to identify consumer preferences for the following characteristics of mobile plans: the importance of using the same provider as friends and family (calling club network effects), the market share of the provider (pure network effects), the length of the commitment period, monthly fee/recharge obligations and per minute call charges for calls made within and outside the provider network. A discrete choice experiment was used as a preference elicitation method and implemented in face-to-face interviews. We present results regarding willingness to pay for the described features as well as their relationship to socio-demographic variables. Consumers are willing to pay 1.3 Euro per month more to reduce the commitment period from 1 year to 6 months and willing to pay 2.5 euros per month more to be part of a larger network. Consumers are also twice as much more sensitive to within-network price variations than extra-network price variations. These results remain unchanged in the sub-sample of those that have internet access suggesting that a web based surveys are capable of producing unbiased results. The implications of these results for regulatory policy are discussed.					Vasconcelos, Helder F/B-5966-2009	Vasconcelos, Helder/0000-0002-2584-4352													0308-5961	1879-3258				APR	2017	41	3					157	169		10.1016/j.telpol.2016.12.009	http://dx.doi.org/10.1016/j.telpol.2016.12.009													WOS:000399868300001
J	Yun, J				Yun, Jaewoong			Relationship between the Significant Solutions of Static Traffic Assignment Problems for Mixed Traffic Flow of Connected and Automated Vehicles and Human-Driven Vehicles	DISCRETE DYNAMICS IN NATURE AND SOCIETY												Connected and automated vehicles can reduce the traffic congestion level of the entire network through platoon-driving technologies compared to human-driven vehicles. One promising approach to enhancing platoon-driving technology's efficiency is deploying dedicated lanes or roads for connected and automated vehicles. Since asymmetric interactions between different vehicle types increase road congestion, it is necessary to distinguish routes for efficient traffic management. However, the traditional traffic assignment problem, which uses only user equilibrium as a constraint with no difference in travel time between users, could not be proposed as a globally optimal solution because it generates an infinite number of locally optimal solutions. Recent studies have attempted to overcome the limitations by considering the sum of system-wide travel times as an additional constraint. Their research sought to help propose optimal deployment strategies through the lowest total travel time solution (best-case) or design robust transport planning strategies through the highest total travel time solution (worst-case). However, past studies have not focused on the possibility of the best/worst case appearing in reality. This study focused on the relationship between the two solutions pointed out in past studies and traffic patterns likely to appear in reality. This study interprets the Karush-Kun-Tucker condition of the static traffic assignment problem, considering the asymmetric interaction, and proposes a solution algorithm using discrete dynamics. The proposed algorithm extends the most widely used method in transportation planning research, which can overcome the limitations of asymmetric interaction problems through simple variations. The proposed algorithm can reliably derive two solutions, and entropy theory shows that both solutions are unlikely to appear in reality without additional policies such as dedicated lanes or roads.																			1026-0226	1607-887X				MAY 18	2024	2024								9400721	10.1155/2024/9400721	http://dx.doi.org/10.1155/2024/9400721													WOS:001230954900001
C	Watfa, M; Garcia-Ortiz, A; Sassatelli, G		Sezer, S; Buchner, T; Becker, J; Marshall, A; Siddiqui, F; Harbaum, T; McLaughlin, K	IEEE	Watfa, Mohamed; Garcia-Ortiz, Alberto; Sassatelli, Gilles			Energy-Based Analog Neural Network Framework	2022 IEEE 35TH INTERNATIONAL SYSTEM-ON-CHIP CONFERENCE (IEEE SOCC 2022)	IEEE International SOC Conference				35th IEEE International System-on-Chip Conference (SOCC)	SEP 05-08, 2022	Belfast, NORTH IRELAND	IEEE, IEEE Circuits & Syst Soc				With the impressive success of deep learning, a recent trend is moving towards neuromorphic mixed-signal approaches to improve energy efficiency. However, the process of building, training, and evaluating mixed-signal neural models is slow and laborious. In this paper, we introduce an open-source framework, called EBANA, that provides a unified, modularized, and extensible infrastructure for building and validating analog neural networks (ANNs). It already includes the most common building blocks and maintains sufficient modularity and extensibility to easily incorporate new concepts. It uses Python as interface language with a syntax similar to Keras, while hiding the complexity of the underlying analog simulations. These features make EBANA suitable for researchers and practitioners to experiment with different design topologies and explore the various tradeoffs that exist in the design space.					Watfa, Mohamed/KHX-2014-2024; Watfa, Mohamed/IWD-9129-2023														2164-1676	2164-1706	978-1-6654-5985-3				2022							107	112		10.1109/SOCC56010.2022.9908086	http://dx.doi.org/10.1109/SOCC56010.2022.9908086													WOS:000885041700021
C	Wang, Y; Lin, Q; Mukherjee, T		Laurell, T; Nilsson, J; Jensen, K; Harrison, DJ; Kutter, JP		Wang, Y; Lin, Q; Mukherjee, T			Analytical models for complex electrokinetic passive micromixers	Micro Total Analysis Systems 2004, Vol 1	ROYAL SOCIETY OF CHEMISTRY SPECIAL PUBLICATIONS				8th International Conference on Miniaturized Systems for Chemistry and Life Sciences	SEP 26-30, 2004	Malmo, SWEDEN	VINNIVA, Crafoord Fdn, Swedish Fdn Strateg Res, MCPT, Micralyne, SAMSUNG, Micro Plastab, GYROS, Lung Univ, Erysave AB, ATS Med, Silex Microsyst, Johnson &Johnson, Caliper Life Sci, MicroFluid Syst Inc, Analyt Chem, Sci AAAS, Lab Chip, Journal Separat Sci				This paper presents composable and parameterized electrokinetic passive mixing models that are the first to simultaneously simulate both electric and concentration (partial mixing) networks at the system level and enable the design of efficient and compact mixers for integrated Micro-TAS. Model validity is verified by comparison to numerical data.						Mukherjee, Tamal/0000-0001-5907-036X													0260-6291		0-85404-643-7				2005		296					596	598																WOS:000228997000200
J	Braides, A; Gloria, A				Braides, Andrea; Gloria, Antoine			EXACT BOUNDS ON THE EFFECTIVE BEHAVIOR OF A CONDUCTING DISCRETE POLYCRYSTAL	MULTISCALE MODELING & SIMULATION												In a recent paper by Braides and Francfort, the problem of the characterization of the overall properties of lattice energies describing networks with arbitrary mixtures of two types of linear conductors has been addressed in a two-dimensional setting. In this paper we investigate the connection between that discrete optimization process and the theory of bounds for mixtures of continuum energies, for which the choice of the relationships between the different phases of the mixture is unusual and leads to remarkably simple results in terms of G-closure.					Gloria, Antoine/JHU-3891-2023; Gloria, Antoine/AAX-3412-2020; BRAIDES, ANDREA/I-2968-2012	Gloria, Antoine/0000-0001-7502-606X; Gloria, Antoine/0000-0001-7502-606X; BRAIDES, ANDREA/0000-0003-1612-2785													1540-3459						2008	6	4					1198	1216		10.1137/06067184X	http://dx.doi.org/10.1137/06067184X													WOS:000208042700004
