PT	AU	BA	BE	GP	AF	BF	CA	TI	SO	SE	BS	LA	DT	CT	CY	CL	SP	HO	DE	ID	AB	C1	C3	RP	EM	RI	OI	FU	FP	FX	CR	NR	TC	Z9	U1	U2	PU	PI	PA	SN	EI	BN	J9	JI	PD	PY	VL	IS	PN	SU	SI	MA	BP	EP	AR	DI	DL	D2	EA	PG	WC	WE	SC	GA	PM	OA	HC	HP	DA	UT
C	Duarte, C; Cavadas, H; Coke, P; Malheiro, L; Tavares, VG; de Oliveira, PG			IEEE	Duarte, Candido; Cavadas, Henrique; Coke, Pedro; Malheiro, Luis; Tavares, Vitor Grade; de Oliveira, Pedro Guedes			BIST Design for Analog Cell Matching	2012 17TH IEEE EUROPEAN TEST SYMPOSIUM (ETS)	Proceedings of the European Test Symposium				17th IEEE European Test Symposium (ETS)	MAY 28-JUN 01, 2012	Annecy, FRANCE	IEEE, IEEE Comp Soc, Gopel Elect, ARM, Qualcomm, IEEE Comp Soc Test Technol Tech Council				This work addresses a built-in self-test methodology for circuit cell identification under specific matching conditions. The proposed technique is applied to the CMOS realization of a reduced-KII network, which is a system model of the biological olfactory cortex. This model behaves as an associative memory, a useful tool for information and adaptive processes. Based on a mixed-signal approach, the test strategy makes proper use of the circuits comprising the network structure, and provides self reconfiguration as well. Both testing procedures and design of essential building blocks are described in this paper. Simulation results are presented for a reduced-KII network comprising 128-cells, sequentially tested for matching in terms of offsets and their dynamic performances.					Tavares, Vitor/GQI-4447-2022; Duarte, Candido/F-9114-2016	/0000-0002-7567-0792; Duarte, Candido/0000-0002-7449-8193													1530-1877		978-1-4673-0697-3				2012																								WOS:000309227500009
J	Agac, G; Baki, B; Ar, IM; Kahraman, HT				Agac, Gokhan; Baki, Birdogan; Ar, Ilker Murat; Kahraman, Hamdi Tolga			A SUPPLY CHAIN NETWORK DESIGN FOR BLOOD AND ITS PRODUCTS USING GENETIC ALGORITHM: A CASE STUDY OF TURKEY	JOURNAL OF INDUSTRIAL AND MANAGEMENT OPTIMIZATION												In the paper, a novel mathematical model for blood supply chain network and a variant of Genetic Algorithm for the problem are proposed. The proposed mathematical model is developed using Mixed-integer nonlinear programming. The model is designed as a location, allocation, and routing problem that includes determining locations of local blood centers, assigning transfusion and blood donation centers to predetermined local blood centers, and routing between them. Eventually, a case study is conducted in the Eastern Black Sea Region of Turkish Red Crescent to illustrate the practicality and validity of the proposed model.					KAHRAMAN, Hamdi Tolga/AAW-5335-2020; AR, Ilker Murat/I-1631-2013; Agac, Gokhan/AAF-3235-2019; Baki, Birdogan/AAT-3251-2020	KAHRAMAN, Hamdi Tolga/0000-0001-9985-6324; AR, Ilker Murat/0000-0002-2176-622X; Agac, Gokhan/0000-0002-4753-4689; Baki, Birdogan/0000-0002-6401-0449													1547-5816	1553-166X				2022 SEP	2022										10.3934/jimo.2022179	http://dx.doi.org/10.3934/jimo.2022179		SEP 2022											WOS:000860568000001
J	JEZOWSKI, J				JEZOWSKI, J			HEAT-EXCHANGER NETWORK GRASSROOT AND RETROFIT DESIGN - THE REVIEW OF THE STATE-OF-THE-ART .2. HEAT-EXCHANGER NETWORK SYNTHESIS BY MATHEMATICAL-METHODS AND APPROACHES FOR RETROFIT DESIGN	HUNGARIAN JOURNAL OF INDUSTRIAL CHEMISTRY												In the first part [1] of this review the heat exchanger network (HEN) synthesis problem has been described and analyzed. Also, targeting approaches for setting up lower bounds on HEN-s cost prior to the synthesis have been reviewed as well as deep insight based methods of synthesis closely linked with targeting concepts. In this part of the paper the second broad class of synthesis methodologies is reviewed. These are mathematical based methods, using optimization techniques such as mixed linear and/or mixed nonlinear programming. Part II also includes a review of existing methods for HEN retrofit design. The present author assumed that a reader will start with Part I of the review since a knowledge of that part is necessary to understand the methods described in the following.																			0133-0276						1994	22	4					295	308																WOS:A1994PY00700009
J	Ziegler, MJ; Seifried, K; Kuske, P; Fleischmann, M				Ziegler, Moritz Julius; Seifried, Kilian; Kuske, Philipp; Fleischmann, Moritz			TRUMPF Uses a Mixed Integer Model as Decision Support for Strategic Production Network Design	INFORMS JOURNAL ON APPLIED ANALYTICS												TRUMPF, a German owner-managed supplier of high-technology machinery, has experienced rapid growth over the past 15 years and expanded into a globally competitive firm with a complex production network. The company wanted to examine the effects of product reallocations within its production network on overall network costs, because it anticipated that its historically evolved structure was in need of revision. To support the company in doing so, we built a mixed integer linear programming model depicting large parts of the firm's production network. The model allows for a combination of scenario analysis and optimization. We first used optimization to calculate a theoretical reference scenario. Subsequently, we used the model's results to evaluate various alternative feasible scenarios. Overall, this modeling informed a strategic decision concerning the future network design. Furthermore, it guided planners through the decision-making process in a systematic manner, deepening their understanding of crucial cost factors.						Seifried, Kilian/0000-0002-8547-2458													2644-0865	2644-0873				MAY-JUN	2019	49	3					213	226		10.1287/inte.2019.0988	http://dx.doi.org/10.1287/inte.2019.0988													WOS:000469228300004
C	Tang, ZL; Goetschalckx, M; McGinnis, L		Paredis, CJJ; Bishop, C; Bodner, D		Tang, Zilin 'Elizabeth'; Goetschalckx, Marc; McGinnis, Leon			Modeling-based Design of Strategic Supply Chain Networks for Aircraft Manufacturing	2013 CONFERENCE ON SYSTEMS ENGINEERING RESEARCH	Procedia Computer Science				11th Annual Conference on Systems Engineering Research (CSER)	MAR 19-22, 2013	Georgia Inst Technol, Atlanta, GA	Georgia Res Tech Inst, Intercax, IBM Res	Georgia Inst Technol			The aerospace supply chain network has evolved and become more complex over the years. New methods are needed to design and analyze the system, and to establish the interactions between aircraft (product) design and supply chain (process) design. This paper aims to introduce a strategic multi-product, multi-period design model for the manufacturing of an aircraft wing-box with a planning horizon of the full program duration. The supply chain systems consist of a number of external suppliers, candidate manufacturing sites, and a number of customers at fixed locations. The design model is a mixed-integer linear programming optimization routine that minimizes the total time-discounted network cost. The model generates a system configuration that specifies the location and capacity of the manufacturing sites, the material flow, and the transportation routes within the network. The model is implemented using open-source tools, and has a comprehensive and flexible data structure to support the decision-making process during the early aircraft design stages. (C) 2013 The Authors. Published by Elsevier B.V. Selection and/or peer-review under responsibility of Georgia Institute of Technology																			1877-0509						2013	16						611	620		10.1016/j.procs.2013.01.064	http://dx.doi.org/10.1016/j.procs.2013.01.064													WOS:000317222600064
C	Zhou, Y; Zhu, YJ		Zhao, Q; Liu, S		Zhou Ying; Zhu Yijin			<i>H</i><sub>∞</sub> Control for Uncertain Discrete-time System with Data Packet Dropouts and One Step Delay	2015 34TH CHINESE CONTROL CONFERENCE (CCC)	Chinese Control Conference				34th Chinese Control Conference (CCC)	JUL 28-30, 2015	Hangzhou, PEOPLES R CHINA	Chinese Assoc Automat, Tech Comm Control Theory, Hangzhou Dianzi Univ				For a class of uncertain discrete-time system with date packet dropouts and one step delay, a state feedback H-infinity controller design is studied in this paper. The data packet dropouts meet with the known probability of Bernoulli distribution. A state feedback controller is designed to make the entire loop-closed system satisfy the mean square exponential stability and specified performance indicators. Sufficient conditions are derived for the existence of controller. The parameters of the controller are obtained by solving the linear matrix inequalities. A numerical example is also provided to demonstrate the validity of the proposed design scheme.																			2161-2927		978-9-8815-6389-7				2015							6777	6781																WOS:000381007606057
J	SINRIECH, D				SINRIECH, D			NETWORK DESIGN MODELS FOR DISCRETE MATERIAL FLOW SYSTEMS - A LITERATURE-REVIEW	INTERNATIONAL JOURNAL OF ADVANCED MANUFACTURING TECHNOLOGY												The effectiveness of a material handling system depends on several factors, among them a well-thought-out pow-path design. The pow path has a significant effect on the travel time, the operating expenses, and the installation costs of the system. Moreover, the flow-path configuration has a significant impact on the complexity of the system's control software. The literature review presented in this paper describes several approaches to the design of material flow network, including conventional type systems and more recent developments like the single-hoop, tandem configuration, SBSL, and SFT.																			0268-3768						1995	10	4					277	291		10.1007/BF01186879	http://dx.doi.org/10.1007/BF01186879													WOS:A1995RQ55300006
J	Caris, A				Caris, An			Simulation and optimisation of intermodal barge transport networks	4OR-A QUARTERLY JOURNAL OF OPERATIONS RESEARCH												This is a summary of the author's PhD thesis supervised by Gerrit Janssens and Cathy Macharis and defended on 7 May 2010 at the Hasselt University, Belgium. The thesis is written in English and is available from the author upon request. This work deals with two key aspects in the competitiveness of intermodal transport making use of inland navigation. The first part of the thesis studies bundling of freight in intermodal barge transport networks. Alternative bundling strategies for container barge transport are compared by means of discrete event simulation. Cooperation between inland barge terminals to bundle freight flows is modelled as a service network design problem. The second part relates to the initial and final journey by road in the intermodal barge transport chain. Pre- and end-haulage by road is modelled as a Full Truckload Pickup and Delivery Problem with Time Windows. A local search algorithm and deterministic annealing algorithm are proposed to find near-optimal solutions.					Caris, An/AAI-2120-2020	Caris, An/0000-0001-6004-8776													1619-4500	1614-2411				JUN	2011	9	2					211	214		10.1007/s10288-010-0142-8	http://dx.doi.org/10.1007/s10288-010-0142-8													WOS:000290795100006
C	Ren, J; Chen, Y; Xue, AK		Chen, X; Zhao, QC		Ren Jing; Chen Yun; Xue AnKe			Observer-based <i>H</i><sub>∞</sub> control of discrete-time systems with redundant channels	2018 37TH CHINESE CONTROL CONFERENCE (CCC)	Chinese Control Conference				37th Chinese Control Conference (CCC)	JUL 25-27, 2018	Wuhan, PEOPLES R CHINA	Chinese Assoc Automat, Tech Comm Control Theory, Syst Engn Soc China, China Univ Geosciences, Chinese Acad Sci, Acad Math & Syst Sci, China Soc Ind & Appl Math, Huazhong Univ Sci & Technol, Wuhan Univ Sci & Technol, Hubei Assoc Automat, Asian Control Assoc, IEEE Control Syst Soc, Inst Control Robot & Syst, Soc Instrument & Control Engineers				This paper investigates the problem of observer-based H-infinity control of discrete-time systems with redundant channels. First, a redundant channel is considered to increase the probability of successfully delivering measurements over the network, and two mutually independent Bernoulli sequences are used to describe the packet dropouts phenomena in the main channel and the redundant channel. Then by constructing a Lyapunov functional, the sufficient condition is obtained to guarantee the closed-loop networked system is stochastically stable with a prescribed H-infinity performance. Meanwhile, an observer-based controller is designed by solving a strict linear matrix inequality on the basis of employing the singular value decomposition technique. Finally, a simulation example is used to demonstrate the effectiveness of the proposed method.																			2161-2927		978-9-8815-6395-8				2018							6573	6578																WOS:000468622401060
C	Chang, YF; Huang, H		Liu, T; Zhao, Q		Chang, Yafei; Huang, Huang			Robust adaptive output sampled control of uncertain system with unknown time-varying control coefficient based on characteristic model	PROCEEDINGS OF THE 36TH CHINESE CONTROL CONFERENCE (CCC 2017)	Chinese Control Conference				36th Chinese Control Conference (CCC)	JUL 26-28, 2017	Dalian, PEOPLES R CHINA	Chinese Acad Sci, Acad Math & Syst Sci, China Soc Ind & Appl Math, Liaoning Assoc Automat, Shenyang Univ Chem Technol, Liaoning Univ Sci & Technol, Asian Control Assoc, IEEE Control Syst Soc, Inst Control Robot & Syst, Soc Instrument & Control Engineers, Chinese Assoc Automat, Tech Comm Control Theory, Syst Engn Soc China, Dalian Univ Technol				The robust adaptive control of uncertain system with unknown time-varying control coefficient is discussed. A novel output sampled control scheme based on characteristic model with neural network estimator is proposed. The design of the control scheme includes characteristic modeling, estimation for the characteristic parameters, and characteristic model-based adaptive control. The estimation method is designed based on discrete neural network aiming at solving estimation difficulties caused by fast time-variation of the parameter, and its convergence is also analyzed. Then a discrete-time sliding mode control law with a recursive form is proposed on the basis of the characteristic model, to enhance the control performance and system robustness to inevitable uncertainties. The stability analysis is conducted for the overall closed-loop system. Simulation results demonstrate the effectiveness of the proposed robust adaptive control scheme.																			2161-2927		978-9-8815-6393-4				2017							1367	1372																WOS:000432014402018
C	Chitty-Venkata, KT; Emani, M; Vishwanath, V; Somani, AK			ACM	Chitty-Venkata, Krishna Teja; Emani, Murali; Vishwanath, Venkatram; Somani, Arun K.			Efficient Design Space Exploration for Sparse Mixed Precision Neural Architectures	PROCEEDINGS OF THE 31ST INTERNATIONAL SYMPOSIUM ON HIGH-PERFORMANCE PARALLEL AND DISTRIBUTED COMPUTING, HPDC 2022					31st International Symposium on High-Performance Parallel and Distributed Computing (HPDC)	JUN 27-30, 2022	Minneapolis, MN	Assoc Comp Machinery, ACM SIGARCH, ACM SIGHPC				Pruning and Quantization are two effective Deep Neural Network (DNN) compression methods for efficient inference on various hardware platforms. Pruning refers to removing unimportant weights or nodes, whereas Quantization converts the floating-point parameters to low-bit fixed integer representation. The pruned and low precision models result in smaller and faster inference models on hardware platforms with almost the same accuracy as the unoptimized network. Tensor Cores in Nvidia Ampere 100 (A100) GPU supports (1) 2:4 fine-grained sparse pruning where 2 out of every 4 elements are pruned, and (2) traditional dense multiplication to achieve a good accuracy and performance trade-off. The A100 Tensor Core also takes advantage of 1-bit, 4-bit, and 8-bit multiplication to speed up the inference of a model. Hence, finding the right matrix type (dense or 2:4 sparse) along with the precision for each layer becomes a combinatorial problem. Neural Architecture Search (NAS) can alleviate such problems by automating the architecture design process instead of a brute-force search. In this paper, we propose (i) Mixed Sparse and Precision Search (MSPS), a NAS framework to search for efficient sparse and mixed-precision quantized model within the predefined search space and fixed backbone neural network (Eg. ResNet50), and (ii) Architecture, Sparse and Precision Search (ASPS) to jointly search for kernel size and number of filters, and sparse-precision combination of each layer. We illustrate the effectiveness of our methods targeting A100 Tensor Core on Nvidia GPUs by searching efficient sparse-mixed precision networks on ResNet50 and achieving better accuracy-latency trade-off models compared to the manually designed Uniform Sparse Int8 networks.					Chitty-Venkata, Krishna Teja/GPP-6739-2022; Somani, Arun Kumar/C-5961-2017	Chitty-Venkata, Krishna Teja/0000-0002-3027-1915; Somani, Arun Kumar/0000-0002-6248-4376															978-1-4503-9199-3				2022							265	276		10.1145/3502181.3531463	http://dx.doi.org/10.1145/3502181.3531463													WOS:001090031500024
J	Duan, ZS; Wang, JZ; Huang, L				Duan, Zhisheng; Wang, Jinzhi; Huang, Lin			Special decentralized control problems in discrete-time interconnected systems composed of two subsystems	SYSTEMS & CONTROL LETTERS												In this paper, some special decentralized control problems are addressed for discrete-time interconnected systems. First it is pointed out that some subsystems must be unstable to ensure stability of the overall system in some special cases. Then a special kind of decentralized control problem is studied. This kind of problem can be viewed as harmonic control among independent subsystems. Research results show that two unstable systems can generate a stable system through some effective cooperations. In addition, a decentralized controller design method based on linear matrix inequality is also given by using parameter-dependent Lyapunov function method developed for the study of robust stability. A special linear star coupled dynamical network is also considered. The central subsystem must be unstable to stabilize the whole network under a special coupling. Several examples are given to illustrate the results. (c) 2006 Elsevier B.V. All rights reserved.					Duan, Zhisheng/B-4158-2012; Wang, Jinzhi/B-3077-2012														0167-6911					MAR	2007	56	3					206	214		10.1016/j.sysconle.2006.09.002	http://dx.doi.org/10.1016/j.sysconle.2006.09.002													WOS:000244517800005
C	Zhang, Y; Wang, N; Hu, JJ			IEEE	Zhang, Yong; Wang, Ning; Hu, Jingjing			Co-design of dynamic scheduling and <i>H</i><sub>∞</sub> filter for networked control systems with communication constraints	PROCEEDINGS OF THE 28TH CHINESE CONTROL AND DECISION CONFERENCE (2016 CCDC)	Chinese Control and Decision Conference				28th Chinese Control and Decision Conference	MAY 28-30, 2016	Yinchuan, PEOPLES R CHINA	NE Univ, State Key Lab Synthet Automat Proc Ind, IEEE Ind Elect Chapter, Beifang Univ Nationalities, IEEE Control Syst Soc, Syst Engn Soc China, Chinese Assoc Artificial Intelligence, Chinese Assoc Artificial Intelligence, Tech Comm Control Theory				In this paper, a novel co-design scheme of TOD protocol and H-infinity filter for the NCS subject to communication constraints is investigated. Firstly, the closed-loop NCS with network-induced imperfections is modeled as a discrete-time switched system with uncertain parameters. Then a sufficient condition is proposed for exponential stability of the NCS through using the average dwell time method of switched systems and parameter-dependent Lyapunov functional. Furthermore, the filter gains and scheduling strategy are co-designed based on linear matrix inequality approach. Finally, the design procedure is illustrated using a numerical example.																			1948-9439		978-1-4673-9714-8				2016							2591	2596																WOS:000383222302155
