PT	AU	BA	BE	GP	AF	BF	CA	TI	SO	SE	BS	LA	DT	CT	CY	CL	SP	HO	DE	ID	AB	C1	C3	RP	EM	RI	OI	FU	FP	FX	CR	NR	TC	Z9	U1	U2	PU	PI	PA	SN	EI	BN	J9	JI	PD	PY	VL	IS	PN	SU	SI	MA	BP	EP	AR	DI	DL	D2	EA	PG	WC	WE	SC	GA	PM	OA	HC	HP	DA	UT
J	Giancone, T; Torrieri, E; Masi, P; Michon, C				Giancone, T.; Torrieri, E.; Masi, P.; Michon, C.			Protein-polysaccharide interactions: Phase behaviour of pectin-soy flour mixture	FOOD HYDROCOLLOIDS												Biopolymers mixed systems have been widely studied in the past two decades, resulting in advances in knowledge of the key parameters involved in macromolecules-macromolecules interactions. Sound understanding and control of these parameters should enable food scientists to design coating or film with desired functional properties. In this study the phase behaviour of high methoxyl pectin and soy flour at pH 4.6 was investigated. The aim was to investigate the effect of different concentrations of pectin (P) and soy flour (SF) solution and different P/SF ratios on mixture phase behaviour. Pectin suspensions at 16 mg ml(-1) and 8 mg ml(-1) concentrations and soy flour suspensions at 13 mg ml(-1) and 6.5 mg ml(-1) concentrations were prepared and mixed together in different ratios (10/90, 25/75, 50/50, 75/25, 90/10). Turbidity and theological measurements were performed to obtain information on pectin-soy flour interaction in electrostatic compatibility conditions. The experimental data show that soy flour solution is a non-stable system in which complexes may be formed during aging. It becomes insoluble and settles to the bottom of the suspension. By blending charged soy flour, at high concentration, with anionic pectin an associative interaction between biopolymers occurs which stabilizes the protein in solution. The best pectin and soy flour suspension for forming film with a continuous network was at concentrations of 16 mg ml(-1) and 13 mg ml(-1). (C) 2008 Elsevier Ltd. All rights reserved.					Torrieri, Elena/AGK-3270-2022	Torrieri, Elena/0000-0002-7461-4705; MICHON, Camille/0000-0001-9766-4935													0268-005X	1873-7137				JUL	2009	23	5					1263	1269		10.1016/j.foodhyd.2008.09.001	http://dx.doi.org/10.1016/j.foodhyd.2008.09.001													WOS:000264518200003
J	Liu, J; Lv, Y; Yuan, Y; Chi, WZ; Chen, GD; Sun, LN				Liu, Jie; Lv, Yong; Yuan, Yuan; Chi, Wenzheng; Chen, Guodong; Sun, Lining			An Efficient Robot Exploration Method Based on Heuristics Biased Sampling	IEEE TRANSACTIONS ON INDUSTRIAL ELECTRONICS												Autonomous robot exploration has received widespread attention as a crucial step in constructing maps for unknown environments. Among the research results in the field of robotic exploration, the boundary exploration algorithm based on rapidly exploring random tree (RRT) performs well in most scenarios, which guides the robot motion by taking the frontier with the maximum revenue value as the target point discretely. However, this discrete target selection scheme ignores the geometric continuity of the environment, and the robot often turns to another area before completing a geometrically continuous area (e.g., a complete room), which results in the disorderly motion of the robot and a relatively low exploration efficiency. This work proposes a heuristics biased sampling-based robot exploration strategy, which utilizes the semantic information of the environment as the heuristics to guide the robot exploration. First, a lightweight network model is proposed for heuristic object recognition. Second, a geometrically continuous region is estimated based on the heuristic object, and frontiers are then extracted in this region by using a biased sampling method. Finally, the heuristic information gain model is designed to determine the target frontier for the exploration, which instructs the robot to select the frontiers in the heuristic region with a higher priority. In this way, the robot can effectively use the heuristic knowledge of the environment to improve the efficiency of exploration. Compared with the RRT-based exploration methods in simulations and real-world environmental studies, and the experimental results prove the feasibility and effectiveness of our approach.																			0278-0046	1557-9948				JUL	2023	70	7					7102	7112		10.1109/TIE.2022.3203762	http://dx.doi.org/10.1109/TIE.2022.3203762													WOS:000967320700001
J	Mukaidani, H; Ishii, Y; Bu, N; Tanaka, Y; Tsuji, T				Mukaidani, H; Ishii, Y; Bu, N; Tanaka, Y; Tsuji, T			LMI-based neurocontroller for state-feedback guaranteed cost control of discrete-time uncertain system	IEICE TRANSACTIONS ON INFORMATION AND SYSTEMS												The application of neural networks to the state-feedback guaranteed cost control problem of discrete-time system that has uncertainty in both state and input matrices is investigated. Based on the Linear Matrix Inequality (LMI) design, a class of a state feedback controller is newly established, and sufficient conditions for the existence of guaranteed cost controller are derived. The novel contribution is that the neurocontroller is substituted for the additive gain perturbations. It is newly shown that although the neurocontroller is included in the discrete-time uncertain system, the robust stability for the closed-loop system and the reduction of the cost are attained.					Tanaka, Yoshiyuki/C-4044-2009; Tsuji, Toshio/D-6210-2011; Mukaidani, Hiroaki/D-8442-2012	Tanaka, Yoshiyuki/0000-0002-3157-642X; Tsuji, Toshio/0000-0002-7689-3963; Mukaidani, Hiroaki/0000-0001-6740-7102													1745-1361					AUG	2005	E88D	8					1903	1911		10.1093/ietisy/e88-d.8.1903	http://dx.doi.org/10.1093/ietisy/e88-d.8.1903													WOS:000231440500017
J	Mu, XX; Chen, YG				Mu, Xiaoxia; Chen, Yonggang			Synchronization of delayed discrete-time neural networks subject to saturated time-delay feedback	NEUROCOMPUTING												This paper considers the synchronization problem of delayed discrete-time neural networks under saturated time-delay feedback. Based on the drive-response concept, and using generalized delay-dependent sector condition, appropriate Lyapunov-Krasovskii (L-K) ftinctionals, and some finite-sum inequalities, two delay-dependent local synchronization conditions are well established in terms of linear matrix inequalities (LMIs). In addition, global synchronization conditions are also proposed on the basis of classical sector condition. Finally, numerical examples and simulations illustrate the effectiveness of the proposed synchronization conditions in this paper. (C) 2015 Elsevier B.V. All rights reserved.																			0925-2312	1872-8286				JAN 29	2016	175		A				293	299		10.1016/j.neucom.2015.10.062	http://dx.doi.org/10.1016/j.neucom.2015.10.062													WOS:000367756600028
J	Lu, L; Liu, S; Li, G; Zhao, GN; Gu, JJ; Tian, J; Wang, ZY				Lu, Ling; Liu, Shuo; Li, Gang; Zhao, Guannan; Gu, Jiajia; Tian, Jing; Wang, Zhouyang			Determination of configuration matrix element and outer synchronization among networks with different topologies	PHYSICA A-STATISTICAL MECHANICS AND ITS APPLICATIONS												In this paper, we research the outer synchronization among discrete networks with different topologies. Based on Lyapunov theorem, a novel synchronization technique is designed. Further, the control inputs of the networks and the adaptive laws of configuration matrix element are obtained. In the end, a numerical example is given to illustrate the effectiveness of the synchronization technique. It is found that the designed control input of the networks ensures the convergence of the errors among the networks to zero. And the designed adaptive law of configuration matrix element can replace effectively configuration matrix element in networks. (C) 2016 Elsevier B.V. All rights reserved.																			0378-4371	1873-2119				NOV 1	2016	461						833	839		10.1016/j.physa.2016.06.057	http://dx.doi.org/10.1016/j.physa.2016.06.057													WOS:000380601200076
J	Perez-Ilzarbe, MJ				Perez-Ilzarbe, MJ			Convergence analysis of a discrete-time recurrent neural network to perform quadratic real optimization with bound constraints	IEEE TRANSACTIONS ON NEURAL NETWORKS												This paper presents a model of a discrete-time recurrent neural network designed to perform quadratic real optimization with bound constraints, The network iteratively improves the estimate of the solution, always maintaining it inside of the feasible region. Several neuron updating rules which assure global convergence of the net to the desired minimum have been obtained, Some of them also assure exponential convergence and maximize a lower bound for the convergence degree. Simulation results are presented to show the net performance.						Perez-Ilzarbe, Maria Jose/0000-0001-7348-1018													1045-9227					NOV	1998	9	6					1344	1351		10.1109/72.728385	http://dx.doi.org/10.1109/72.728385								18255814					WOS:000076871200023
J	Jia, P; Lei, YJ; Zhu, XX; Zhou, B; Xue, SF; Zhang, Y; Sun, F				Jia, Peng; Lei, Yujian; Zhu, Xiuxing; Zhou, Bo; Xue, Shifeng; Zhang, Yi; Sun, Feng			Numerical and experimental study on the performance of an electromagnetic energy harvester distributed along drill-string	INTERNATIONAL JOURNAL OF MECHANICAL SCIENCES												Real-time measurement of the downhole information from sensors distributed along a slender drill-string plays an important role in oil and gas drilling. However, an urgent problem is how to provide power to the downhole sensor network. In this study, combining with the centrifugal softening effect and an oscillator with clearance, a bi-stable electromagnetic energy harvester (EMEH) is proposed to enhance the energy harvesting performance in the low-frequency rotation of the drill-string. The discrete dynamic equations of the coupled EMEHs & drill -string system are established by using the finite difference method and Lagrange's equations. The accuracy of the numerical simulation is validated through model test, and the effects of damping, excitation amplitude, speed and gravity on the performance of a single EMEH are analyzed through numerical simulation. Then, the coupled dynamic model is used to simulate and analyze the performance of the EMEHs in the drilling process of vertical wells and deviated wells. The numerical results show that the resonant frequency of EMEH is related to the excitation amplitude and rotating speed. It first decreases and then increases with the increase of the excitation amplitude, which can cover most frequencies below the resonant frequency of the linear system with delta(i0) = 0 mm. The variation range of the resonant frequency decreases with the increase of rotating speed. In vertical wells, the output power of EMEH increases with the increase of drill-string depth, and the maximum output power at the well bottom can reach 2.0 W. In deviated well, the output power is mainly generated by the continuous rotation of the drill-string and gravity, which increases with the increase of the well inclination. The results show that the output power of a single EMEH can meet the power demand of most downhole sensors.					Zhang, Yi/HFZ-8123-2022	Zhang, Yi/0000-0001-6244-3892													0020-7403	1879-2162				FEB 1	2023	239								107889	10.1016/j.ijmecsci.2022.107889	http://dx.doi.org/10.1016/j.ijmecsci.2022.107889		NOV 2022											WOS:000895481600002
J	Al-Salaymeh, A; Ashhab, MS				Al-Salaymeh, A; Ashhab, MS			Modelling of a novel hot-wire thermal flow sensor with neural nets under different operating conditions	SENSORS AND ACTUATORS A-PHYSICAL												Thermal flow sensors with a wide dynamic range are widely applied in practical fluid flow measurements to yield local velocity information and also for volume flow-rate measurements. The importance of such flow sensors inspired the authors' investigations into wide-velocity range thermal sensors and the outcome of this work is summarized in this paper. The present novel sensor is mechanically the same as the hot-wire anemometer, but it is excited by discrete, widely separated, square waves of electrical current rather than a continuous current. The nominal output of the new sensor is a function of the time constant of the heated wire and thus also of the velocity of flow. The time constant decreases as the flow velocity increases, while the heat transfer increases. In this paper, the results obtained suggest that our measurements for flow velocity and volume flow rate are in very good agreement with the theoretical results for the present thermal flow sensor. A neural network has been trained with the output data for the flow sensor and tested on our measurements. It was observed that the quality of the results depends on the number of hidden neurons. The predicted values are close to the real ones which indicate the neural net model gives a good approximation for the calibration curve of the single wire thermal flow sensor under different operating temperatures. The sensor described here was developed for slowly changing unidirectional flows, and uses one wire of 12.5 mu m diameter. It is excited at 30 Hz frequency and its usable flow velocity range is 0.01-25 m/s. This yields an effective operating range and corresponds to a bandwidth of 1-2500. (C) 2005 Elsevier B.V. All rights reserved.					Salaymeh, Ahmed Al-/Q-3578-2019														0924-4247					JAN 26	2006	126	1					7	14		10.1016/j.sna.2005.09.020	http://dx.doi.org/10.1016/j.sna.2005.09.020													WOS:000235103900002
J	Bayani, A; Alexander, P; Azarnoush, H; Rajagopal, K; Jafari, S; Nazarimehr, F				Bayani, Atiyeh; Alexander, Prasina; Azarnoush, Hamed; Rajagopal, Karthikeyan; Jafari, Sajad; Nazarimehr, Fahimeh			Designing networks with specific synchronization transitions independent of the system's dynamics	PHYSICA A-STATISTICAL MECHANICS AND ITS APPLICATIONS												Synchronization transition, a phenomenon widely observed in various networks, can be clas-sified into two types: explosive and continuous transitions. While the continuous transition is relatively well-understood, the underlying mechanisms of the explosive transition present a challenge to researchers. Most studies, however, pointed out the interaction between node dynamics and network topology as the fundamental feature of explosive synchronization in networks. In this study, we demonstrate the impact of Laplacian eigenvalue on the type of synchronization transition observed in complex systems. Through simulations, our results show that the sparsity of the Laplacian eigenvalues is the key to designing the synchronization transitions. The findings reveal that the sparse distributions lead to a jump in the evolution of the order parameter, explosive synchronization. Additionally, the nodes exhibit continuous synchronization in cases where the eigenvalues are broadly dispersed. This study examines three distinct chaotic systems - Chen, Rossler, and Lorenz - with five different Laplacian eigenvalue distributions. Surprisingly, the outcomes demonstrate that the synchronization transition is not mainly dependent on the internal dynamics of the nodes, highlighting a pivotal characteristic that can be used to design the precise control of complex networks.					Jafari, Sajad/P-7778-2017; Rajagopal, Karthikeyan/L-6724-2015	Jafari, Sajad/0000-0002-6845-7539; Rajagopal, Karthikeyan/0000-0003-2993-7182; Nazarimehr, Fahimeh/0000-0002-2664-9006; Bayani, Atiyeh/0000-0002-0822-0812; Alexander, Prasina/0000-0003-4619-9329													0378-4371	1873-2119				DEC 15	2023	632		1						129300	10.1016/j.physa.2023.129300	http://dx.doi.org/10.1016/j.physa.2023.129300		OCT 2023											WOS:001106387500001
J	Qin, Z; Wang, H; Wei, ZH; Qu, YB; Xiong, F; Dai, HP; Wu, T				Qin, Zhen; Wang, Hai; Wei, Zhenhua; Qu, Yuben; Xiong, Fei; Dai, Haipeng; Wu, Tao			Task Selection and Scheduling in UAV-Enabled MEC for Reconnaissance With Time-Varying Priorities	IEEE INTERNET OF THINGS JOURNAL												In this article, we study the problem of task selection and scheduling in unmanned aerial vehicle (UAV)-enabled multiaccess edge computing for reconnaissance (ASSUMER). Specifically, taking into account the time-varying priorities of reconnaissance tasks, we investigate how to maximize the overall reconnaissance utility by selecting an appropriate set of tasks and scheduling their execution sequence in the multiaccess edge computing server of the UAV. The ASSUMER problem is a mixed-integer nonlinear programming (MINLP) problem, which includes both integer and continuous variables and is proved to be NP-hard. To address this challenging problem, we first model the task scheduling subproblem as a single machine scheduling problem with the deterioration effect. We find out that the optimal task scheduling can be solved efficiently given any task selection variables and propose an optimal scheduling algorithm. Second, using the proposed scheduling algorithm, the ASSUMER problem is equivalent to a binary integer programming problem with respect to the task selection variable only. We prove that the objective function falls into the category of the submodular function and transform the original problem into the problem of maximizing submodular function with the energy constraint. Third, combining the proposed scheduling algorithm with submodularity, we design an effective approximation algorithm for the ASSUMER problem and prove that the algorithm has (1 - e(-1))/2 bicriterion approximation guarantee. Finally, simulation results show that the proposed algorithm can improve the overall reconnaissance utility and energy efficiency compared to five benchmark algorithms.					Dai, Haipeng/JOZ-1338-2023	Xiong, Fei/0000-0003-0329-3155; Qin, Zhen/0000-0001-5363-6107; Wu, Tao/0000-0003-1344-835X													2327-4662					DEC 15	2021	8	24					17290	17307		10.1109/JIOT.2021.3078746	http://dx.doi.org/10.1109/JIOT.2021.3078746													WOS:000728152700009
