PT	AU	BA	BE	GP	AF	BF	CA	TI	SO	SE	BS	LA	DT	CT	CY	CL	SP	HO	DE	ID	AB	C1	C3	RP	EM	RI	OI	FU	FP	FX	CR	NR	TC	Z9	U1	U2	PU	PI	PA	SN	EI	BN	J9	JI	PD	PY	VL	IS	PN	SU	SI	MA	BP	EP	AR	DI	DL	D2	EA	PG	WC	WE	SC	GA	PM	OA	HC	HP	DA	UT
J	Anand, M; Kumar, PR				Anand, M.; Kumar, P. R.			A Digital Interface for Gaussian Relay and Interference Networks: Lifting Codes From the Discrete Superposition Model	IEEE TRANSACTIONS ON INFORMATION THEORY												For every Gaussian network, there exists a corresponding deterministic network called the discrete superposition network [1]. We show that this discrete superposition network provides a near-optimal digital interface for operating a class consisting of many Gaussian networks in the sense that any code for the discrete superposition network can be naturally lifted to a corresponding code for the Gaussian network, while achieving a rate that is no more than a constant number of bits lesser than the rate it achieves for the discrete superposition network. This constant depends only on the number of nodes in the network and not on the channel gains or SNR. Moreover the capacities of the two networks are within a constant of each other, again independent of channel gains and SNR. We show that the class of Gaussian networks for which this interface property holds includes relay networks with a single source-destination pair, interference networks, multicast networks, and the counterparts of these networks with multiple transmit and receive antennas. The code for the Gaussian relay network can be obtained from any code for the discrete superposition network simply by pruning it. This lifting scheme establishes that the superposition model can indeed potentially serve as a strong surrogate for designing codes for Gaussian relay networks. We present similar results for the Gaussian interference network, MIMO Gaussian interference networks, MIMO Gaussian relay networks, and multicast networks, with the constant gap depending additionally on the number of antennas in case of MIMO networks.																			0018-9448					MAY	2011	57	5					2548	2564		10.1109/TIT.2011.2120070	http://dx.doi.org/10.1109/TIT.2011.2120070													WOS:000289836300002
J	Pérez-Rúa, JA; Lumbreras, S; Ramos, A; Cutululis, NA				Perez-Rua, Juan-Andres; Lumbreras, Sara; Ramos, Andres; Cutululis, Nicolaos A.			Reliability-based topology optimization for offshore wind farm collection system	WIND ENERGY												An optimization framework for global optimization of the cable layout topology for offshore wind farm (OWF) is presented. The framework designs and compares closed-loop and radial layouts for the collection system of OWFs. For the former, a two-stage stochastic optimization program based on a mixed integer linear programming (MILP) model is developed, while for the latter, a hop-indexed full binary model is used. The purpose of the framework is to provide a common base for assessing both designs economically, using the same underlying contingency treatment. A discrete Markov model is implemented for calculating the cable failure probability, useful for estimating the time under contingency for multiple power generation scenarios. The objective function supports simultaneous optimization of (i) initial investment (network topology and cable sizing), (ii) total electrical power loss costs and (iii) operation costs due to energy curtailment from cable failures. Constraints are added accounting for common engineering aspects. The applicability of the full method is demonstrated by tackling three differently sized real-world OWFs. Results show that (i) the profitability of either topology type depends strongly on the project size and wind turbine rating. Closed loop may be a competitive solution for large-scale projects where large amounts of energy are potentially curtailed. (ii) The stochastic model presents low tractability to tackle large-scale instances, increasing the required computing time and memory resources. (iii) Strategies must be adopted in order to apply stochastic optimization for modern OWFs, intending analytically or numerically simplification of mathematical models.					Ramos, Andres/A-6631-2014; Pérez-Rúa, Juan-Andrés/AAO-4997-2021; Lumbreras, Sara/B-3651-2016; Lumbreras, Sara/JAN-6619-2023	Ramos, Andres/0000-0002-8871-1872; Pérez-Rúa, Juan-Andrés/0000-0002-4388-7604; Lumbreras, Sara/0000-0002-5506-9027; Lumbreras, Sara/0000-0002-5506-9027; Cutululis, Nicolaos Antonio/0000-0003-2438-1429													1095-4244	1099-1824				JAN	2022	25	1					52	70		10.1002/we.2660	http://dx.doi.org/10.1002/we.2660		JUN 2021											WOS:000658345300001
J	Ding, XJ; Guo, JX; Wang, YC; Li, DY; Wu, WL				Ding, Xingjian; Guo, JianXiong; Wang, Yongcai; Li, Deying; Wu, Weili			Task-driven charger placement and power allocation for wireless sensor networks	AD HOC NETWORKS												Deploying wireless chargers is a promising way to provide continuous energy supply for battery-driven sensor nodes, and has attracted more and more attention recently. Existing works mainly focus on studying the charging utility maximization problem, that is, they aim to supply as much power as possible to all sensor nodes with a certain number of wireless chargers. However, these works ignore the task performing function of sensor nodes, supplying more power to sensor nodes cannot guarantee that tasks can be performed better. In this paper, therefore, we consider a more practical issue of deploying wireless chargers, where our objective is to maximize the total achieved task utility with a limited deployment cost budget. We formulate our problem as a mixed integer non-linear programming problem, and prove its NP-Hardness. To address this problem, we split it into two sub-problems, where the first sub-problem is about power allocation for sensor nodes, and the second sub-problem is about optimal wireless charger placement. We design an approximation algorithm for each sub-problem, and give theoretical analyses of our algorithms. By solving the two sub-problems accordingly, we get a feasible solution that has a 1/2 (1 - 1/e) performance guarantee for the original problem. Finally, we conduct extensive simulations to validate the performance of our algorithms. The results show that our designs significantly outperform the baseline algorithms, which demonstrates the effectiveness of our algorithms.					Guo, Jianxiong/ABG-2779-2020; Wang, Yongcai/IWU-7871-2023	Guo, Jianxiong/0000-0002-0994-3297; Wang, Yongcai/0000-0002-4197-2258; Rajak, Vivek Kumar/0000-0003-2806-1553													1570-8705	1570-8713				AUG 1	2021	119								102556	10.1016/j.adhoc.2021.102556	http://dx.doi.org/10.1016/j.adhoc.2021.102556		JUN 2021											WOS:000661871100002
J	Hernandez-Gonzalez, M; Hernandez-Vargas, EA				Hernandez-Gonzalez, M.; Hernandez-Vargas, E. A.			Discrete-time super-twisting controller using neural networks	NEUROCOMPUTING												This paper presents a neural super-twisting controller for a class of discrete-time nonlinear systems. A general plot of the control problem consists in considering a discrete-time nonlinear system with a block controllable structure, and assuming that the equations of the nonlinear system have virtual controls, a discrete-time super-twisting algorithm is applied such that each equation follows a desired trajectory until the real control is achieved. On the other hand, taking into account the capacity of neural networks to learn the behaviour of complex systems, it is proposed a neural network with a block controllable structure for identifying and controlling a discrete-time nonlinear system. Neural network weights are trained with the cubature Kalman filter algorithm. To show the effectiveness of the proposed neural super-twisting controller, a numerical simulation is performed on a Quanser 2-DOF helicopter. (c) 2021 Elsevier B.V. All rights reserved.					Vargas, Esteban Abelardo Hernandez/I-3146-2012	Vargas, Esteban Abelardo Hernandez/0000-0002-3645-435X													0925-2312	1872-8286				AUG 4	2021	447						235	243		10.1016/j.neucom.2021.03.060	http://dx.doi.org/10.1016/j.neucom.2021.03.060		APR 2021											WOS:000656961600006
J	Choi, SJ; Kim, TG				Choi, SJ; Kim, TG			Identification of discrete event systems using the compound recurrent neural network: Extracting DEVS from trained network	SIMULATION-TRANSACTIONS OF THE SOCIETY FOR MODELING AND SIMULATION INTERNATIONAL												The authors consider identifying an unknown discrete event system (DES) as recognition of characteristic functions of a discrete event systems specification (DEVS) model that validly represents the system. Such identification consists of two major steps: behavior learning using a specially designed neural network and extraction of a DEVS model from the learned neural network. This paper presents a method for extracting a DEVS model from one such neural network called CRNN (compound recurrent neural network), which is trained using observed input/output events of an unknown DES. The DES to be identified is restricted to a subclass of DES in which any unknown state can be determined by a finite number of input/output sequences. Identification experiments were performed with three types of unknown DESs, the result of which verified the validity of the proposed model extraction method.					Kim, Tag Gon/C-2021-2011														0037-5497	1741-3133				FEB	2002	78	2					90	104		10.1177/0037549702078002210	http://dx.doi.org/10.1177/0037549702078002210													WOS:000177199200003
J	Hanzlik, A; Kristen, E				Hanzlik, Alexander; Kristen, Erwin			Supporting the Design Process of Networked Control Systems	ERCIM NEWS												The increasing complexity of electronic control systems requires new methods for design, analysis and test of such systems. The DTFSim Data Time Flow Simulator developed at the Austrian Institute of Technology is a discrete-event simulation environment for model-based design, analysis and test of networked control systems for automotive applications.																			0926-4981	1564-0094				JUL	2014		98					52	53																WOS:000421884600033
J	Lai, Q; Yang, L				Lai, Qiang; Yang, Liang			Discrete memristor applied to construct neural networks with homogeneous and heterogeneous coexisting attractors	CHAOS SOLITONS & FRACTALS												Memristors are widely used to simulate the effects of electromagnetic radiation on neurons or as synapses to simulate excitation and inhibition between neurons. This paper constructs discrete neural network models (DNNMs) in three scenarios: without discrete memristor, discrete memristor simulate electromagnetic radiation stimulation, and discrete local active memristor simulate synapses. Research reveals that the DNNM without fixed points under electromagnetic radiation stimulation, which in turn induces hidden hyperchaotic attractors and also observes the existence of infinite coexisting homogeneous attractors. Meanwhile, the DNNM can generate heterogeneous coexisting attractors after introducing a memristor to mimic synapses. Numerical results show that discrete memristors can induce the DNNM to develop more complex chaotic dynamics. In addition, a hardware platform is designed to validate the numerical results, and the DNNMs are applied to construct the pseudo-random number generator (PRNG).																			0960-0779	1873-2887				SEP	2023	174								113807	10.1016/j.chaos.2023.113807	http://dx.doi.org/10.1016/j.chaos.2023.113807		JUL 2023											WOS:001053543800001
J	Mariani, M; Baggio, R				Mariani, Marcello; Baggio, Rodolfo			The relevance of mixed methods for network analysis in tourism and hospitality research	INTERNATIONAL JOURNAL OF CONTEMPORARY HOSPITALITY MANAGEMENT												Purpose Taking stock of extant hospitality and tourism research using social network analysis approaches, this study highlights why using either quantitative or qualitative approaches to examine social networks can be misleading and generate potentially biased findings. Indeed, purely qualitative and purely quantitative studies display limitations. The purpose of this study is to provide methodological insights by suggesting that mixed methods can be suitably used, depending on the specific research questions. Design/methodology/approach The study consists of an analysis and critical discussion of the methods used in a number of papers leveraging social network approaches to study social networks in tourism and hospitality. The authors describe the benefits and limitations of each method studies considered are examined based on a number of aspects. Findings More than half of the studies classified as network studies adopt quantitative designs and quantitative methods including statistical analyses and observational data. Mixed methods study is a minority and they are almost never labeled as mixed methods. A relevant portion of qualitative studies increasingly embeds a number of rudimentary statistical analyses. With an example, the authors also discuss that purely quantitative or purely qualitative methods can lead to discrepant results, and thus, the authors encourage scholars to embrace mixed method research designs such as explanatory or exploratory sequential designs. Advanced researchers might attempt in the future to embrace transformative, embedded or multiphase mixed methods. Research limitations/implications - This study is based on academic papers and research published before 2019. A rich research agenda is designed. Originality/value This study contributes to explore the way social networks have been dealt with in tourism and hospitality research so far, by advancing a proposal to adopt mixed methods in the form of explanatory or exploratory sequential designs. To the best of the knowledge, it is the first study addressing methodological pitfalls in extant network-based research within the tourism and hospitality domain.					Baggio, Rodolfo/D-5469-2014; Mariani, Marcello/ABW-5250-2022	Baggio, Rodolfo/0000-0001-9207-9665; Mariani, Marcello/0000-0002-7916-2576													0959-6119	1757-1049				FEB 27	2020	32	4			SI		1643	1673		10.1108/IJCHM-04-2019-0378	http://dx.doi.org/10.1108/IJCHM-04-2019-0378		FEB 2020											WOS:000515858600001
J	Li, Y; Chen, Y; Li, B				Li Yin; Chen Yong; Li Biao			Adaptive Control and Function Projective Synchronization in 2D Discrete-Time Chaotic Systems	COMMUNICATIONS IN THEORETICAL PHYSICS												This study addresses the adaptive control and function projective synchronization problems between 2D Rulkov discrete-time system and Network discrete-time system. Based on backstepping design with three controllers, asystematic, concrete and automatic scheme is developed to investigate the function projective synchronization of discrete time chaotic systems. In addition, the adaptive control function is applied to achieve the state synchronization of two discrete-time systems. Numerical results demonstrate the effectiveness of the proposed control scheme.						Li, Biao/0000-0001-9218-8837													0253-6102	1572-9494				FEB	2009	51	2					270	278																WOS:000263891900017
C	Chen, YR; Fang, X; Liao, Q; Zhang, L			IEEE	Chen, Yingrong; Fang, Xi; Liao, Qian; Zhang, Lei			Artificial Neural Network Equalizer for Discrete B-coefficients Modulated NFDM System	2021 13TH INTERNATIONAL CONFERENCE ON COMMUNICATION SOFTWARE AND NETWORKS (ICCSN 2021)	International Conference on Communication Software and Networks				13th IEEE International Conference on Communication Software and Networks (ICCSN)	JUN 04-07, 2021	Chongqing, PEOPLES R CHINA	Chongqing Univ, IEEE Commun Soc, Chongqing Univ, Sch Microelectron & Commun Engn, Sichuan Inst Elect, Sci & Technol Commun Networks Lab, Chongqing Inst Elect, CETC 54, IEEE				In this paper, we established a mathematical model for noise interference in discrete b-coefficients modulated nonlinear frequency division multiplexing (NFDM) system. Based on this model, through a reasonable design of input and output, we proposed a novel artificial neural network (ANN) model as equalizer to suppress noise. As shown in numerical simulation, the anti-noise ability of the discrete b-coefficients modulated NFDM system has been significantly improved by using the proposed ANN equalizer.																			2159-3566	2472-8489	978-1-6654-3182-8				2021							233	236		10.1109/ICCSN52437.2021.9463616	http://dx.doi.org/10.1109/ICCSN52437.2021.9463616													WOS:000689095600044
J	Byun, HJ; Lim, JT				Byun, HJ; Lim, JT			Rate-based feedback control over TCP wireless networks using supervisory control	IEEE COMMUNICATIONS LETTERS												This paper proposes a systematic approach to the rate-based feedback control based on the supervisory control framework for discrete event systems. Since communication networks can be represented as discrete event systems, we design the supervisor to generate the admissible behavior for TCP wireless networks. It is shown that the controlled networks guarantee the fair sharing of the available bandwidth and avoid the packet loss caused by the buffer overflow of TCP wireless networks.					Lim, Jong-Tae/C-1975-2011														1089-7798	1558-2558				JUL	2005	9	7					610	612		10.1109/LCOMM.2005.07013	http://dx.doi.org/10.1109/LCOMM.2005.07013													WOS:000230569600012
J	Boukerche, A; Das, SK; Fabbri, A; Yildiz, O				Boukerche, A; Das, SK; Fabbri, A; Yildiz, O			Efficient parallel simulation of large-scale PCS networks	TRANSACTIONS OF THE SOCIETY FOR COMPUTER SIMULATION INTERNATIONAL												Recent technology for cellular wireless networks makes an easily modifiable, fast simulator necessary to gauge the performance of personal communication service (PCS) networks. Due to enormous computational requirements by a sequential simulator for complex systems, parallel discrete-event simulation techniques are often studied to reduce execution times. In th is paper, we develop discrete-event modeling and simulation methodologies for wireless PCS networks. Our approach differs from the previous schemes in that it exploits event precomputation and the model independence within the PCS network components. Experiments are conducted to validate the developed approach, and promising results are reported.					Das, Santos Kumar Ku/C-7511-2011	Das, Sajal/0000-0002-9471-0868													0740-6797					SEP	1999	16	3					113	125																WOS:000082889500005
J	Du, Y; Zhang, Q; Huang, Y; Xu, H; Bai, XF; Zhang, XW; Zhang, H; Wu, DM; Sun, JY				Du, Yu; Zhang, Qi; Huang, Yao; Xu, Hong; Bai, Xiaofeng; Zhang, Xiaowen; Zhang, Hao; Wu, Daming; Sun, Jingyao			Efficient construction and online evaluation of conductive networks within polydimethylsiloxane composites via continuous SCFNA method	COMPOSITES COMMUNICATIONS												Although conductive polymer composites present great potential in flexible sensor, energy storage, and other applications, the efficient construction and simultaneous evaluation of conductive networks within them still face big difficulties. In this paper, an extrusion equipment with gradually narrowed flow channel was designed for continuous preparation of conductive polydimethylsiloxane (PDMS) composites via spatial confining forced network assembly (SCFNA) method. By changing processing parameters, the dispersion and aggregation status of short carbon fibers (SCFs) can finally reach a stable state and form conductive networks with different qualities. Besides, we furtherly developed an online monitoring and detection method via image analysis technique to evaluate the completion degree of these conductive networks. The combination of self-designed equipment and image analysis technique could realize real continuous preparation and quality evaluation of conductive polymer composites. Moreover, this combination is also conducive to the study on the mechanism of conductive network evaluation under external forces.					huang, yao/GWR-5388-2022														2452-2139					APR	2021	24								100673	10.1016/j.coco.2021.100673	http://dx.doi.org/10.1016/j.coco.2021.100673		FEB 2021											WOS:000632721300001
J	Hou, LY; Zhu, H				Hou, Liyuan; Zhu, Hong			Stability of Stochastic Discrete-Time Neural Networks with Discrete Delays and the Leakage Delay	MATHEMATICAL PROBLEMS IN ENGINEERING												This paper investigates the stability of stochastic discrete-time neural networks (NNs) with discrete time-varying delays and leakage delay. As the partition of time-varying and leakage delay is brought in the discrete-time system, we construct a novel Lyapunov-Krasovskii function based on stability theory. Furthermore sufficient conditions are derived to guarantee the global asymptotic stability of the equilibrium point. Numerical example is given to demonstrate the effectiveness of the proposed method and the applicability of the proposed method.					YANG, DAN/KCL-5217-2024														1024-123X	1563-5147					2015	2015								306806	10.1155/2015/306806	http://dx.doi.org/10.1155/2015/306806													WOS:000362013700001
J	Khajavi, MN; Keshtan, MN				Khajavi, Mehrdad Nouri; Keshtan, Majid Norouzi			Intelligent fault classification of rolling bearings using neural network and discrete wavelet transform	JOURNAL OF VIBROENGINEERING												This paper is about diagnosis and classification of bearing faults using Neural Networks (NN), employing nondestructive tests. Vibration signals are acquired by a bearing test machine. The acquired signals are preprocessed using discrete wavelet analysis. Standard deviation of discrete wavelet coefficient is chosen as the distinguishing feature of the faults. This feature vector is given to the design network as inputs. The input vector is normalized prior to be applied to neural network. There are four output neurons each of which corresponds to: 1) bearing with inner race fault, 2) bearing with outer race fault, 3) bearing with ball defect, and 4) normal bearing. The structure of NN is 6: 20: 4 and with 99 % performance.																			1392-8716					MAR	2014	16	2					761	769																WOS:000333633200020
